HostStar,HostStarClass,HostStarRadiusSlrRad,HostStarTempK,DistFromSunParsec,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarColor,HostStarMetallicity,HostStarLuminosity,HostStarMassSlrMass,RightAscension,Declination,HostStarPlanetList,DistFromSunLY,HabitablePlanets,HabitablePlanetsList,Planets,Coordinates
61 Vir,G,0.963,5571.0,8.52,0.8553495212194856,1.2322590727016596,#fff4ea,0.05,3.0789448726697186e+26,0.95,13 18 24.31427,-18 18 40.3047,"['61 Vir b', '61 Vir c', '61 Vir d']",27.7752,0,[],3,2.6228629841905944 -23.713242448985714 14.247977384842514
7 CMa,K,2.3,4792.0,19.75,1.511515020754939,2.17756373464102,#ffd2a1,0.21,9.614785826149954e+26,1.52,06 36 41.038,-19 15 21.17,['7 CMa b'],64.38499999999999,1,['7 CMa b'],1,12.380852231064438 -57.86135656401219 -25.459471130899612
70 Vir,G,1.94,5439.0,18.1,1.6424450935468249,2.3661881110915552,#fff4ea,-0.09,1.1352627814228563e+27,1.09,13 28 25.80861,+13 46 43.6386,['70 Vir b'],59.006,0,[],1,10.382158417276743 17.915803848931237 55.28367143480524
75 Cet,K,10.5,4846.0,81.4,7.056788986209008,10.166361278836591,#ffd2a1,0.0,2.0956991746524915e+28,2.49,02 32 09.42200,-01 02 05.6236,['75 Cet b'],265.36400000000003,0,[],1,127.79731601532593 45.22678502901264 -228.27181036724937
8 Ursae Minoris,K,9.9,4847.4,159.1,6.657388848455268,9.590965570794747,#ffd2a1,-0.03,1.8651876374314671e+28,1.8,14 56 48.352,+74 54 03.34,['8 Ursae Minoris b'],518.6659999999998,0,[],1,-186.979559495056 -415.9698188752202 -247.54869702882985
81 Cet,K,11.0,4790.0,92.5,7.2229519300107645,10.405743882049613,#ffd2a1,-0.06,2.195554029677668e+28,2.4,02 37 42.80105,-03 23 46.2201,['81 Cet b'],301.5499999999999,0,[],1,46.05531213150539 -288.31557620396853 75.97835645137417
83 Leonis B,S-type binary,0.78,4929.0,17.79,0.5423295287990444,0.7813068993174228,,0.3,1.2377735072432371e+26,0.85,11 26 45.32180,+03 00 47.1551,"['83 Leonis B b', '83 Leonis B c']",57.9954,0,[],2,26.164408772500977 -51.252677153045155 7.435137559247755
91 Aquarii A,S-type binary,11.0,4665.0,45.93,6.850889991983931,9.869732944571245,,-0.03,1.9751890425204844e+28,1.4,23 15 53.49482,-09 05 15.8546,['91 Aquarii A b'],149.7318,0,[],1,136.76528088564686 35.80829674356862 -49.5394059713718
AB Pic,K,,4875.0,45.5,,,#ffd2a1,-0.64,,,06 19 12,-58 03 15,['AB Pic b'],148.32999999999996,0,[],1,8.244057588613066 5.079603940204465 -148.08490139523522
Alpha Centauri B,S-type binary,0.865,5260.0,1.295,0.6849180449568236,0.9867270092719872,,0.23,1.9742034046979022e+26,0.907,14 39 36.204,-60 50 08.23,"['Alpha Centauri B b', 'Alpha Centauri B c']",4.2216999999999985,0,[],2,-1.7431132641904161 0.018582094775098902 3.847215478708379
BD+03 2562,K,32.35,4095.0,2618.0,15.525053654679349,22.36616464446425,#ffd2a1,-0.71,1.0143338045760099e+29,1.14,11 50 16,+02 45 36,['BD+03 2562 b'],8534.68,0,[],1,527.9504922218222 -7906.997605556135 3179.83144103191
BD+14 4559,K,,5008.0,48.36,,,#ffd2a1,0.1,,0.86,21 13 35.99143,+14 41 21.7994,['BD+14 4559 b'],157.65359999999995,0,[],1,37.59893054671476 73.70545917702272 134.2845385573154
BD+15 2375,K,8.95,4649.0,610.0,5.5359625084686535,7.9753829960305245,#ffd2a1,-0.22,1.2897364099436737e+28,1.08,11 45 55.7138,+14 36 58.938,['BD+15 2375 b'],1988.6,0,[],1,-780.6460419385406 -481.7548398048673 1765.454420145306
BD+15 2940,K,14.7,4796.0,508.0,9.676687055631758,13.940716773882613,#ffd2a1,0.28,3.94065189394972e+28,1.1,16 00 22.93827,+15 32 48.9291,['BD+15 2940 b'],1656.08,0,[],1,-382.8309689961562 -1589.9980063745534 265.6688491668677
BD+20 1790,K,,4410.0,25.4,,,#ffd2a1,0.3,,0.63,07 23 43.592,+20 24 58.66,['BD+20 1790 b'],82.80399999999999,0,[],1,-0.18840400385308403 -0.27840486998924785 82.84304355797047
BD+20 2457,K,,4137.0,,,,#ffd2a1,-1.0,,2.8,10 16 44.8635,+19 53 28.974,"['BD+20 2457 b', 'BD+20 2457 c']",,0,[],2,nan
BD+20 274,K,17.3,4296.0,,9.13746362474076,13.163884673735511,#ffd2a1,-0.46,3.5137107070268054e+28,0.8,01 43 40.877,+21 00 19.04,['BD+20 274 b'],,0,[],1,nan
BD+20 594,G,0.928,5766.0,173.0,0.8829747102613726,1.2720572943496131,#fff4ea,-0.15,3.2810376175120806e+26,0.961,03 34 36.2296,+20 35 57.268,['BD+20 594 b'],563.98,0,[],1,97.43017651357428 24.241504205528447 555.2462680475343
BD+26 1888,K,,4748.0,41.2,,,#ffd2a1,0.02,,0.76,09 02 30.6419,+25 53 21.871,['BD+26 1888 b'],134.312,0,[],1,-83.84739764718461 -50.1660674749759 92.24969565779315
BD+48 738,K,11.0,4414.0,,6.133499799136336,8.836224943604233,#ffd2a1,-0.2,1.583183994465701e+28,0.74,02 42 50.463,+49 35 13.08,['BD+48 738 b'],,0,[],1,nan
BD+49 828,K,7.6,4943.0,,5.314297044316305,7.656040700828298,#ffd2a1,-0.19,1.1885195542852612e+28,1.52,03 02 33.7362,+49 43 47.974,['BD+49 828 b'],,1,['BD+49 828 b'],1,nan
BD-08 2823,K,,4746.0,42.5,,,#ffd2a1,-0.07,,0.74,10 00 47.72035,-09 31 00.0340,"['BD-08 2823 b', 'BD-08 2823 c']",138.54999999999998,0,[],2,-114.10563446416502 77.66990650170882 12.720674620752755
BD-10 3166,G,0.81,5393.0,65.19,0.6742126116028966,0.971304229402102,#fff4ea,0.382,1.9129711656245272e+26,0.85,10 58 28.7798,-10 46 13.386,['BD-10 3166 b'],212.5194,0,[],1,-14.651076322134884 -45.159222244730756 207.2530630157592
BD-11 4672,K,0.52,4475.0,27.3,0.2980165861874545,0.4293375199666869,#ffd2a1,-0.48,3.737623493037922e+25,0.5710000000000001,18 33 28.83271,-11 38 09.7315,['BD-11 4672 b'],88.99799999999998,0,[],1,-17.702303474250552 50.17657208358175 71.39457839016032
BD-17 63,K,0.69,4714.0,35.7,0.4388127721148704,0.6321755098254873,#ffd2a1,-0.03,8.103510500931733e+25,0.74,00 28 34.30654,-16 13 34.8458,['BD-17 63 b'],116.382,0,[],1,-66.00805183249608 -76.63107361174882 57.6921573812363
CFBDS 1458,,,540.0,23.1,,,,,,0.02,14 58 29,+10 13 43,['CFBDS 1458 b'],75.306,0,[],1,0.1600264645927864 52.28356553955742 -54.247944457311206
CFBDSIR2149,,,,40.0,,,,,,,21 49 47,-04 03 08,['CFBDSIR2149'],130.39999999999998,0,[],1,-60.140194465811376 -52.76470235354261 103.05106868397846
CHXR 73,K,,3840.0,,,,#ffd2a1,,,0.35,11 06 29,-77 37 33,['CHXR 73 b'],,0,[],1,nan
CI Tau,,,,,,,,,,0.8,04 33 52.005,+22 50 30.18,['CI Tau b'],,0,[],1,nan
CT Cha,K,,5150.0,165.0,,,#ffd2a1,,,,11 04 09,-76 27 19,['CT Cha B'],537.9,0,[],1,-236.16331434494066 119.04827213379893 -468.6880576700598
CVSO 30,M,1.07,3470.0,330.0,0.3687174909558895,0.5311927606464373,#ffcc6f,,5.721397996288323e+25,0.34,05 25 07.557,+01 34 24.33,['CVSO 30 c'],1075.8,0,[],1,-2.6060204675945444 1.1015821033434854 1076.312401371482
CoRoT-1,F,1.11,6298.0,460.0,1.2600254119275724,1.8152552929108083,#f8f7ff,-0.3,6.6814894621021e+26,0.95,06 48 19,-03 06 08,['CoRoT-1 b'],1499.6,0,[],1,-33.88891364485532 -1498.773735719734 -59.052965129602136
CoRoT-10,K,0.79,5075.0,345.0,0.582304568014843,0.8388969295135492,#ffd2a1,0.26,1.4269707594613762e+26,0.89,19 24 15,+00 44 46,['CoRoT-10 b'],1124.6999999999996,0,[],1,-370.6578024186462 738.5035786480246 763.799299704325
CoRoT-11,F,1.37,6440.0,560.0,1.626085265157719,2.3426193284358097,#f8f7ff,-0.03,1.1127594950647012e+27,1.27,18 42 45,+05 56 16,['CoRoT-11 b'],1825.6,0,[],1,-801.3357684970368 -1520.3440130417723 -618.4084914027364
CoRoT-12,G,1.116,5675.0,1150.0,1.0286009921982853,1.4818537608101616,#fff4ea,0.16,4.4525474634794206e+26,1.078,06 43 04,-01 17 47,['CoRoT-12 b'],3749.0,0,[],1,988.2771036526644 237.34758104760252 -3610.465985150492
CoRoT-13,G,1.01,5945.0,1310.0,1.0215887560023564,1.4717515844974414,#fff4ea,0.01,4.392046084481182e+26,1.09,06 50 53,-05 05 11,['CoRoT-13 b'],4270.5999999999985,0,[],1,-905.758365851791 1271.3186205469383 3977.295419967376
CoRoT-14,F,1.21,6035.0,1340.0,1.2612202402701214,1.81697662206211,#f8f7ff,0.05,6.694167012862237e+26,1.13,06 53 42,-05 32 10,['CoRoT-14 b'],4368.4,0,[],1,-3108.7682607520596 785.8084813561171 2969.730310945319
CoRoT-16,G,1.19,5650.0,840.0,1.087163516202282,1.5662218462933315,#fff4ea,0.19,4.9739844025428654e+26,1.098,18 34 06,-06 00 09,['CoRoT-16 b'],2738.4,0,[],1,-1248.30938913164 2317.707015199622 758.9396204136306
CoRoT-17,G,1.59,5740.0,920.0,1.499242626861348,2.1598835134636167,#fff4ea,,9.459289631991724e+26,1.04,18 34 47,-06 36 44,['CoRoT-17 b'],2999.2,0,[],1,-1751.9118013904476 2234.8403149676014 -969.6017197344715
CoRoT-18,G,1.0,5440.0,870.0,0.8469325258740177,1.2201331304733258,#fff4ea,-0.1,3.018646820137021e+26,0.95,06 32 41,-00 01 54,['CoRoT-18 b'],2836.2,0,[],1,-2013.3871519150712 -1997.4862630531866 89.8410713382077
CoRoT-19,F,1.65,6090.0,800.0,1.7513362703838822,2.5230621576255605,#f8f7ff,-0.02,1.2907845662818498e+27,1.21,06 28 08,-00 10 15,['CoRoT-19 b'],2608.0,0,[],1,-2410.00717543516 896.2656619819292 443.5821256594683
CoRoT-2,G,0.902,5575.0,300.0,0.8023194000651429,1.1558612419929442,#fff4ea,,2.7090016339099844e+26,0.97,19 27 07,+01 23 02,['CoRoT-2 b'],978.0,0,[],1,-168.2393200499124 68.95012908066178 961.4277852431472
CoRoT-20,G,1.02,5880.0,1230.0,1.009266449537407,1.4539994567866596,#fff4ea,0.14,4.286732196547467e+26,1.14,06 30 53,+00 13 37,['CoRoT-20 b'],4009.8,0,[],1,-3696.1344823258955 -1271.9088378642434 902.64334171086
CoRoT-21,F,1.945,6200.0,,2.1397054715543784,3.0825661496520387,#f8f7ff,,1.9267380510530756e+27,1.29,06 44 12.64,-00 17 57.06,['CoRoT-21 b'],,0,[],1,nan
CoRoT-22,G,1.136,5939.0,592.0,1.146716322907768,1.6520165823014348,#fff4ea,0.17,5.533840900155217e+26,1.099,18 42 40.109,+06 13 08.97,['CoRoT-22 b'],1929.92,0,[],1,-932.9995689572405 -1685.9463451247059 -123.54176983011489
CoRoT-23,G,1.61,5900.0,600.0,1.603913385777196,2.310677415980486,#fff4ea,0.05,1.0826211411792733e+27,1.14,18 39 08,+04 21 28,['CoRoT-23 b'],1956.0,0,[],1,668.3280021051895 122.70783515300961 -1835.1807459181528
CoRoT-24,K,0.86,4950.0,600.0,0.6030590811897228,0.8687969137010533,#ffd2a1,0.3,1.5305037683226828e+26,0.91,06 47 41,-03 43 10,"['CoRoT-24 b', 'CoRoT-24 c']",1956.0,0,[],2,-295.0067467997478 -1612.44136407523 1068.9301979813279
CoRoT-25,F,1.19,6040.0,1000.0,1.2424297762607934,1.7899061448111773,#f8f7ff,-0.01,6.496184968911354e+26,1.09,18 42 31.13,+06 30 50.04,['CoRoT-25 b'],3260.0,0,[],1,-1640.2235777677727 -2718.6761274884343 745.8327257872076
CoRoT-26,G,1.79,5590.0,1670.0,1.6007652921090156,2.306142115628884,#fff4ea,0.01,1.078375465494855e+27,1.09,18 39 00.13,+06 58 11.71,['CoRoT-26 b'],5444.2,0,[],1,-4165.590103330232 -624.435857832257 3453.3604802568266
CoRoT-27,G,1.08,5900.0,,1.0759170538132743,1.5500196330800775,#fff4ea,0.1,4.871607187498571e+26,1.05,18 33 59,+05 32 19,['CoRoT-27 b'],,0,[],1,nan
CoRoT-28,K,1.78,5150.0,560.0,1.3510937125979492,1.9464528173761293,#ffd2a1,0.15,7.682200288370242e+26,1.01,18 34 45.21,+05 34 25.72,['CoRoT-28 b'],1825.6,0,[],1,-846.8480743475772 1097.0397774154958 -1189.6915818167602
CoRoT-29,G,0.9,5260.0,765.0,0.7126314918625911,1.0266523795893507,#fff4ea,0.2,2.137197711657992e+26,0.97,18 35 36.50,+06 28 46.99,['CoRoT-29 b'],2493.9,0,[],1,-1872.110837185997 1575.8563237812705 487.2208993812299
CoRoT-3,F,1.56,6740.0,680.0,2.028128201345408,2.9218223833770978,#f8f7ff,-0.02,1.731033560486105e+27,1.37,19 28 13,+00 07 19,['CoRoT-3 b'],2216.8,0,[],1,-2187.1147818959225 250.32550613158372 269.7863323801042
CoRoT-30,G,0.92,5650.0,960.0,0.8404961637866384,1.2108605870503069,#fff4ea,0.02,2.9729400454150712e+26,0.97,18 30 24,+06 50 09,['CoRoT-30 b'],3129.6,0,[],1,1113.2988522400553 2421.317472488994 1643.649473151304
CoRoT-31,G,2.2,5700.0,220.0,2.045612669104909,2.947011377459058,#fff4ea,0.0,1.7610086505478969e+27,1.26,06 19 17,-04 34 40,['CoRoT-31 b'],717.1999999999998,0,[],1,-80.91493318869031 -52.21192088895593 711.0528782356497
CoRoT-4,F,1.15,6190.0,,1.2610437411412487,1.8167223486364728,#f8f7ff,0.05,6.692293538371206e+26,1.1,06 48 47,-00 40 22,['CoRoT-4 b'],,0,[],1,nan
CoRoT-5,F,1.186,6100.0,400.0,1.262976796175451,1.8195072038855082,#f8f7ff,-0.25,6.712826508851578e+26,1.0,06 45 07,+00 48 55,['CoRoT-5 b'],1304.0,0,[],1,655.6215473329938 608.5705318910054 949.6579650389656
CoRoT-6,F,1.025,6090.0,,1.0879513194808963,1.5673567948886056,#f8f7ff,-0.2,4.981195720660673e+26,1.05,18 44 18,+06 39 48,['CoRoT-6 b'],,0,[],1,nan
CoRoT-7,G,0.87,5313.0,150.0,0.7028293625768145,1.0125309444981474,#fff4ea,0.03,2.0788084519076522e+26,0.93,06 43 49,-01 03 47,"['CoRoT-7 b', 'CoRoT-7 c']",489.0,0,[],2,216.8861275822597 97.68096429393232 -427.51529880711786
CoRoT-8,K,0.77,5080.0,380.0,0.5686815812371845,0.8192709770372669,#ffd2a1,0.3,1.3609839527094655e+26,0.88,19 26 21,+01 25 36,['CoRoT-8 b'],1238.8,0,[],1,-148.84187927455665 97.6507463190171 1226.5433979952031
CoRoT-9,G,0.94,5625.0,460.0,0.8511849178333707,1.2262593378804751,#fff4ea,-0.01,3.0490357699133774e+26,0.99,18 43 09,+06 12 15,['CoRoT-9 b'],1499.6,0,[],1,-561.767708918033 -1386.1276383126892 -118.4298677048331
DH Tau,K,,3840.0,140.01,,,#ffd2a1,,,0.4,04 29 42,+26 32 58,['DH Tau B'],456.43259999999987,0,[],1,-8.339679861904319 -69.59079177496352 451.2407705143998
DP Leo,P-type binary,,,400.0,,,,,,,11 17 16,+17 57 41,['DP Leo b'],1304.0,0,[],1,778.7704437409542 -266.1804252903388 -1012.2808569379998
EPIC 201208431,S-type binary,0.6,4197.0,218.0,0.3024685339902894,0.4357512174495777,,-0.12,3.8501272417791546e+25,0.63,11 38 58.953,-03 54 20.11,['EPIC 201208431 b'],710.68,0,[],1,-193.86624717930704 475.40418217195565 491.8917929392724
EPIC 201295312,G,1.52,5830.0,331.0,1.4785353418169025,2.1300515684703494,#fff4ea,0.13,9.199793938954436e+26,1.13,11 36 02.791,-02 31 15.17,['EPIC 201295312 b'],1079.06,0,[],1,298.4618809876898 825.925201379623 -627.8981152337716
EPIC 201338508,K,0.57,3930.0,181.0,0.25194803120461245,0.3629688678127384,#ffd2a1,-0.33,2.671385829193498e+25,0.61,11 17 12.84,-01 52 40.71,"['EPIC 201338508 c', 'EPIC 201338508 b']",590.06,0,[],2,-168.1338961844222 59.95075666920543 -562.7093890768721
EPIC 201367065,K,0.56,3896.0,45.0,0.2432634916268347,0.3504574880533906,#ffd2a1,-0.32,2.4903968126947365e+25,0.6,11 29 20.388,-01 27 17.23,"['EPIC 201367065 b', 'EPIC 201367065 c', 'EPIC 201367065 d']",146.7,1,['EPIC 201367065 d'],3,-15.277716092864154 7.430155506980901 -145.7838421275565
EPIC 201384232,S-type binary,0.96,5850.0,343.0,0.9402297264291816,1.3545417189972986,,-0.14,3.720340032273985e+26,0.97,11 52 46.142,-01 11 54.52,['EPIC 201384232 b'],1118.1799999999996,0,[],1,-259.7498864702953 313.28632404988986 -1042.0691798616078
EPIC 201393098,G,0.96,5772.0,433.0,0.9153240856757684,1.3186614139074146,#fff4ea,-0.07,3.525855103166461e+26,0.97,11 08 22.505,-01 03 56.72,['EPIC 201393098 b'],1411.58,0,[],1,-568.0396710197401 -379.79569586696493 -1235.9436048601594
EPIC 201403446,S-type binary,1.12,6445.0,362.0,1.331419393552534,1.9181090145896675,,-0.5,7.460096358916269e+26,1.01,11 37 03.923,-00 54 26.14,['EPIC 201403446 b'],1180.12,0,[],1,-66.84280144590471 -724.1128856114426 930.1679397253259
EPIC 201445392,K,0.74,4870.0,405.0,0.5022739503455851,0.7236008402888087,#ffd2a1,-0.02,1.0616857525818784e+26,0.78,11 19 10.48,-00 17 03.75,"['EPIC 201445392 b', 'EPIC 201445392 c']",1320.3,0,[],2,1254.0846837836364 186.5311965797226 370.5979204943417
EPIC 201465501,M,0.31,3390.0,110.0,0.10195583899846614,0.14688265382045027,#ffcc6f,-0.25,4.374605407847912e+24,0.3,11 45 03.472,+00 00 19.08,['EPIC 201465501 b'],358.6,1,['EPIC 201465501 b'],1,338.7907164254628 118.04495547217083 1.9014829098616697
EPIC 201505350,G,0.86,5430.0,291.0,0.7256866320975761,1.0454602640866928,#fff4ea,0.1,2.2162202860630752e+26,0.93,11 39 50.477,+00 36 12.87,"['EPIC 201505350 c', 'EPIC 201505350 b', 'EPIC 201505350 d']",948.66,0,[],3,442.44287789572513 -644.094570233329 538.7077157428015
EPIC 201546283,G,0.85,5320.0,251.0,0.6884829710563188,0.9918628191609676,#fff4ea,0.14,1.9948079282032924e+26,0.89,11 26 03.639,+01 13 50.66,['EPIC 201546283 b'],818.26,0,[],1,-80.26529202890993 260.9907740967134 771.7728417583028
EPIC 201549860,S-type binary,0.619575,4402.713379,249.0,0.34370490097027645,0.4951583791720724,,0.05,4.971484956928214e+25,0.701968,11 20 24.739,+01 17 09.44,"['EPIC 201549860 b', 'EPIC 201549860 c']",811.7399999999999,0,[],2,204.78710169960684 100.71258346367114 779.4058245402236
EPIC 201565013,K,0.5,3987.0,506.0,0.2274644274926041,0.3276965702804497,#ffd2a1,-0.44,2.1774172357232643e+25,0.51,11 47 58.126,+01 30 36.9,['EPIC 201565013 b'],1649.56,0,[],1,48.56113490019842 87.25921333347944 1647.32733132682
EPIC 201577035,G,0.98,5620.0,271.0,0.8858286439233827,1.2761688131622808,#fff4ea,-0.07,3.302281706256388e+26,0.92,11 28 29.27,+01 41 26.29,['EPIC 201577035 b'],883.4599999999998,0,[],1,83.11148900099218 -65.25994064623971 877.5444548438007
EPIC 201596316,G,5.15,5433.0,2019.0,4.35048476050825,6.267524776472013,#fff4ea,-0.12,7.965077085413815e+27,1.35,11 16 10.08,+01 59 12.62,['EPIC 201596316 b'],6581.94,0,[],1,-2190.443862913439 1511.4936816165077 6023.359068088723
EPIC 201613023,G,1.01,5800.0,294.0,0.9723628849516779,1.4008343457441441,#fff4ea,0.03,3.9789769822259664e+26,1.01,11 32 46.089,+02 14 41.58,['EPIC 201613023 b'],958.44,0,[],1,550.2493805935443 235.50797107643004 749.1665180990926
EPIC 201617985,K,0.49,3742.0,111.0,0.1963607394721821,0.28288704995359865,#ffd2a1,-0.08,1.6226468002985159e+25,0.52,11 57 57.998,+02 19 17.31,['EPIC 201617985 b'],361.86,0,[],1,225.40815606521988 100.88785313799872 264.72841686096314
EPIC 201629650,S-type binary,0.78,5698.0,290.0,0.7247538066201431,1.0441163892971503,,-0.54,2.2105263186352764e+26,0.8,11 20 37.327,+02 30 09.71,['EPIC 201629650 b'],945.4,0,[],1,-662.849832543526 -370.33669020940994 564.0210921113081
EPIC 201635569,K,0.45,3789.0,219.0,0.18488970814574845,0.2663613115571008,#ffd2a1,-0.37,1.4386003236155326e+25,0.47,11 52 13.686,+02 35 39.28,['EPIC 201635569 b'],713.9399999999998,0,[],1,322.45132935797193 -517.727028246525 371.73024773562446
EPIC 201637175,S-type binary,0.57,3830.0,225.0,0.2392893754532137,0.344732178586995,,0.03,2.4096918690336365e+25,0.6,11 17 55.856,+02 37 06.79,['EPIC 201637175 b'],733.5,0,[],1,-627.2808440887013 103.35995860820367 366.5706926767153
EPIC 201702477,S-type binary,0.85,5618.0,673.0,0.7677740123725809,1.1060934378987015,,-0.26,2.480741408232194e+26,0.87,11 40 57.791,+03 40 53.7,['EPIC 201702477 b'],2193.98,0,[],1,-1453.909993310002 1196.1350057346795 -1128.5277008342962
EPIC 201713348,K,0.74,4924.0,,0.5134744292346038,0.7397368073843642,#ffd2a1,-0.03,1.1095639079630888e+26,0.8,11 17 47.78,+03 51 59.0,"['EPIC 201713348 b', 'EPIC 201713348 c']",,0,[],2,nan
EPIC 201736247,K,0.68,5131.0,437.0,0.5123467133460922,0.7381121637730987,#ffd2a1,-0.46,1.1046955105278727e+26,0.72,11 52 26.591,+04 15 17.09,['EPIC 201736247 b'],1424.62,0,[],1,361.1709804303987 -515.8847327069619 -1278.635382486985
EPIC 201754305,K,0.66,4742.0,324.0,0.4247349972579719,0.6118943670171861,#ffd2a1,-0.33,7.5919051691813555e+25,0.68,11 40 23.342,+04 33 26.42,"['EPIC 201754305 c', 'EPIC 201754305 b']",1056.24,0,[],2,-109.90044124425158 120.63928432249612 -1044.0697870061792
EPIC 201828749,S-type binary,0.71,5552.0,146.0,0.626337300524696,0.9023326745336115,,-0.69,1.6509397803530724e+26,0.74,11 42 37.042,+05 53 39.56,['EPIC 201828749 b'],475.96,0,[],1,424.0949861756152 -119.59903982989292 -180.54044237769764
EPIC 201855371,K,0.66,4320.0,134.0,0.35250269506836057,0.5078329190276262,#ffd2a1,0.15,5.2292519057552515e+25,0.71,11 53 19.146,+06 24 44.14,['EPIC 201855371 b'],436.84,0,[],1,-319.76455472459935 292.5717391790614 56.2560117436154
EPIC 201912552,M,0.411,3457.0,34.0,0.14056965972347366,0.20251164494004206,#ffcc6f,0.09,8.315681881470823e+24,0.359,11 30 14.510,+07 35 18.21,['EPIC 201912552 b'],110.84,1,['EPIC 201912552 b'],1,-28.359405188593954 6.5548867270306355 107.00501895103763
EPIC 203311200,,0.94,5200.0,437.0,0.7274205290892435,1.0479582023518197,,,2.226823453414821e+26,0.91,16 03 54.334,-26 33 13.51,['EPIC 203311200 b'],1424.62,1,['EPIC 203311200 b'],1,-127.78768933652532 170.02330949479625 -1409.344654999371
EPIC 203771098,G,1.21,5743.0,181.0,1.1421259928621543,1.6454035244752747,#fff4ea,0.42,5.4896254076970975e+26,1.12,16 10 17.69,-24 59 25.19,"['EPIC 203771098 b', 'EPIC 203771098 c']",590.06,0,[],2,-457.65370268977404 -363.3699743263376 83.78727229745415
EPIC 203826436,G,0.85,5413.0,,0.7127643874286518,1.0268438355531848,#fff4ea,-0.03,2.137994899506498e+26,0.9,16 13 48.24,-24 47 13.4,"['EPIC 203826436 b', 'EPIC 203826436 c', 'EPIC 203826436 d']",,0,[],3,nan
EPIC 204129699,G,0.78,5280.0,,0.6223195727750069,0.896544536061118,#fff4ea,0.08,1.6298273467579507e+26,0.91,16 21 48.801,-23 32 52.32,['EPIC 204129699 b'],,0,[],1,nan
EPIC 204221263,G,1.1,5757.0,,1.0433647418769592,1.5031231530729927,#fff4ea,0.28,4.5812816585120756e+26,1.07,16 00 08.06,-23 11 21.4,"['EPIC 204221263 b', 'EPIC 204221263 c']",,0,[],2,nan
EPIC 205071984,G,0.87,5315.0,,0.7033586015359097,1.0132933924715122,#fff4ea,0.0,2.081940366157823e+26,0.87,16 49 42.26,-19 32 34.2,"['EPIC 205071984 b', 'EPIC 205071984 c', 'EPIC 205071984 d']",,0,[],3,nan
EPIC 206011691,K,0.6,4043.0,65.0,0.2806788869443113,0.4043599679109189,#ffd2a1,-0.11,3.31538654874138e+25,0.64,22 41 12.89,-14 29 20.35,"['EPIC 206011691 b', 'EPIC 206011691 c']",211.9,0,[],2,-38.75137943561661 -61.93275323909769 -199.01600064019348
EPIC 206318379,M,0.293,3214.0,53.0,0.08661844398406053,0.1247868395489172,#ffcc6f,0.31,3.157442391228156e+24,0.264,22 22 29.85,-07 57 19.3,['EPIC 206318379 b'],172.78,0,[],1,15.129329355733907 -8.784618441099271 -171.97532759873926
EPIC 210363145,K,0.76,4970.0,125.0,0.5372511853088086,0.7739907850449596,#ffd2a1,0.29,1.2147011551863089e+26,0.8,03 40 54.82,+12 34 21.4,['EPIC 210363145 b'],407.5,0,[],1,101.06444012516909 -394.9621838589388 2.544205929947291
EPIC 210490365,M,0.295,3180.0,45.7,0.08537432215145446,0.1229944957435576,#ffcc6f,0.15,3.0673915503543774e+24,0.294,04 13 05.61,+15 14 52.00,['EPIC 210490365 b'],148.982,0,[],1,-120.74078966896434 -57.066507380390384 66.19678085430593
EPIC 210894022,G,1.23,5730.0,210.0,1.1557539009240478,1.6650365667984537,#fff4ea,-0.53,5.621411991418184e+26,0.89,03 59 34,+21 17 55,['EPIC 210894022 b'],684.5999999999998,0,[],1,516.4872375319597 105.44132177012753 437.3214253278784
EPIC 211391664,F,1.311,6120.0,435.0,1.4052595602357472,2.0244868321577023,#f8f7ff,-0.2,8.310511924158985e+26,1.074,08 25 57.19,+11 30 40.1,['EPIC 211391664 b'],1418.1,0,[],1,474.88024780159986 513.5982035604894 -1234.3594649525094
EPIC 211822797,K,0.59,3880.0,,0.2541946907552819,0.36620551732957823,#ffd2a1,,2.7192405671465563e+25,0.61,08 41 38,+17 38 24,['EPIC 211822797 b'],,0,[],1,nan
EPIC 211913977,K,0.73,4819.0,,0.4851630586003055,0.6989500383978163,#ffd2a1,,9.905813119919996e+25,0.8,08 41 23,+18 56 02,['EPIC 211913977 b'],,0,[],1,nan
EPIC 211916756,M,0.44,3410.0,,0.14642406080405534,0.21094578638492872,#ffcc6f,,9.02276349868594e+24,0.43,08 37 27,+18 58 36,['EPIC 211916756 b'],,0,[],1,nan
EPIC 211969807,M,0.48,3660.0,,0.18401550622185325,0.2651018927752241,#ffcc6f,,1.4250284054701329e+25,0.51,08 38 33,+19 46 26,['EPIC 211969807 b'],,0,[],1,nan
EPIC 211970147,K,0.71,4695.0,,0.4478994761441469,0.6452662677007788,#ffd2a1,,8.442591746515899e+25,0.77,08 40 13,+19 46 44,['EPIC 211970147 b'],,0,[],1,nan
EPIC 211990866,F,1.19,6120.0,,1.2755597838905712,1.8376348819738104,#f8f7ff,,6.8472520762832e+26,1.18,08 38 24,+20 06 22,['EPIC 211990866 b'],,0,[],1,nan
EPIC 216468514,F,1.78,6030.0,,1.8522757422717604,2.668480582423668,#f8f7ff,0.1,1.443862902749105e+27,1.3,18 59 56.49,-22 17 36.3,['EPIC 216468514 b'],,0,[],1,nan
