PlanetIdentifier,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,InclinationDeg,LastUpdated,ListsPlanetIsOn,LongitudeDeg,PeriastronDeg,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar
Kepler-869 b,,,+50 59 39,transit,2016.0,,,,0.97,0.02,0.95,5664.0,,16/05/10,Confirmed planets,,,40.4287755,,0.322,19 17 42,,,0,Kepler-869
Kepler-148 c,,,+46 51 31,transit,2014.0,934.81,,,0.777,,0.851,5272.0,,14/02/26,Confirmed planets,,,4.180043,,0.32807,19 19 08,,,0,Kepler-148
Kepler-148 b,,,+46 51 31,transit,2014.0,934.81,,,0.777,,0.851,5272.0,,14/02/26,Confirmed planets,,,1.729366,,0.16403,19 19 08,,,0,Kepler-148
Kepler-148 d,,,+46 51 31,transit,2016.0,934.81,,,0.777,,0.851,5272.0,,16/05/10,Confirmed planets,,,51.84688575,,0.774,19 19 08,,,0,Kepler-148
WASP-59 b,,,+24 53 21.4,transit,2011.0,125.0,0.1,,0.7190000000000001,-0.15,0.613,4650.0,89.27,11/09/13,Confirmed planets,,,7.9195850000000005,0.863,0.775,23 18 29.54,0.0697,,0,WASP-59
HD 37605 b,,,+06 03 38.073,RV,2004.0,46.34,0.6767,,1.0,0.39,,5448.0,,17/12/10,Confirmed planets,,220.86,55.01306999999999,2.802,,05 40 01.7282,0.2831,,0,HD 37605
HD 37605 c,,,+06 03 38.073,RV,2012.0,46.34,0.0,,1.0,0.39,,5448.0,,17/12/10,Confirmed planets,,136.0,2455.0,3.37,,05 40 01.7282,3.56,,0,HD 37605
Kepler-322 c,,,+44 17 42,transit,2014.0,443.29,,,0.9,,0.89,5388.0,,14/02/26,Confirmed planets,,,4.337234,,0.15219000000000002,18 45 23,,,0,Kepler-322
Kepler-322 b,,,+44 17 42,transit,2014.0,443.29,,,0.9,,0.89,5388.0,,14/02/26,Confirmed planets,,,1.653888,,0.09204,18 45 23,,,0,Kepler-322
Kepler-1610 b,,,+45 24 20,transit,2016.0,,,,0.91,0.1,0.87,5383.0,,16/05/10,Confirmed planets,,,8.70181574,,0.14400000000000002,19 43 37,,,0,Kepler-1610
HD 196050 A b,,,-60 38 04,RV,2002.0,46.93,0.21,3.55,1.17,0.23,1.29,5874.0,,12/12/04,"""Confirmed planets,  Planets in binary systems,  S-type""",,,1316.24,2.83,,20 37 51,2.47,186.7,2,HD 196050 A
Kepler-1034 b,,,+37 58 01,transit,2016.0,,,,0.83,-0.06,0.8,5198.0,,16/05/10,Confirmed planets,,,12.12400943,,0.20199999999999999,19 04 28,,,0,Kepler-1034
HD 145934 b,,,+13 14 22.1,RV,2015.0,,0.053,,1.7480000000000002,,5.38,,,15/08/15,Confirmed planets,,215.0,2730.0,2.28,,16 13 09.9,4.6,,0,HD 145934
Kepler-1414 b,,,+42 25 20,transit,2016.0,,,,0.8,-0.02,0.75,4951.0,,16/05/10,Confirmed planets,,,3.51576315,,0.11,18 59 43,,,0,Kepler-1414
Kepler-1002 b,,,+43 04 25,transit,2016.0,,,,1.22,0.04,1.57,6144.0,,16/05/10,Confirmed planets,,,4.33642933,,0.153,19 32 19,,,0,Kepler-1002
SWEEPS-4,,,-29 11 21,transit,2006.0,6600.0,,,1.24,,1.18,,87.0,14/05/23,Confirmed planets,,,4.2,,0.81,17 58 54,0.055,,0,SWEEPS-4
HD 40979 A b,,,+44 15 37,RV,2002.0,33.3,0.25,1.0,1.1,0.19399999999999998,1.21,,,12/12/08,"""Confirmed planets,  Planets in binary systems,  S-type""",,,263.1,3.28,,06 04 29,0.83,,2,HD 40979 A
Kepler-1524 b,,,+39 31 11,transit,2016.0,,,,1.17,0.04,1.25,6179.0,,16/05/10,Confirmed planets,,,70.9674603,,0.316,19 35 32,,,0,Kepler-1524
HD 134987 b,,,-25 18 33,RV,1999.0,22.2,0.233,,1.07,0.25,1.25,5740.0,,09/12/15,Confirmed planets,,,258.19,1.59,,15 13 28,0.81,313.3,0,HD 134987
HD 134987 c,,,-25 18 33,RV,2009.0,22.2,0.12,,1.07,0.25,1.25,5740.0,,09/12/15,Confirmed planets,,,5000.0,0.82,,15 13 28,5.8,117.4,0,HD 134987
WASP-126 b,,,-69 13 36.5,transit,2016.0,234.0,,,1.12,0.17,,5800.0,87.9,16/02/04,Confirmed planets,,,3.2888,0.28,0.96,04 13 29.72,0.0449,1480.0,0,WASP-126
Kepler-674 b,,,+50 08 59,transit,2016.0,,,,0.6,-0.27,0.57,4192.0,,16/05/10,Confirmed planets,,,2.24338185,,0.151,19 00 42,,,0,Kepler-674
Kepler-698 b,,,+41 18 06,transit,2016.0,,,,0.94,-0.03,0.91,5612.0,,16/05/10,Confirmed planets,,,16.32976218,,0.32799999999999996,19 14 02,,,0,Kepler-698
Kepler-195 b,,,+47 58 00,transit,2014.0,681.77,,,0.843,,0.775,5329.0,,14/02/26,Confirmed planets,,,8.307872,,0.18499000000000002,19 12 29,,,0,Kepler-195
Kepler-195 c,,,+47 58 00,transit,2014.0,681.77,,,0.843,,0.775,5329.0,,14/02/26,Confirmed planets,,,34.096863,,0.14125,19 12 29,,,0,Kepler-195
Kepler-5 b,,,+44 02 06,transit,2010.0,,0.0,,1.374,0.04,1.7930000000000001,6297.0,86.3,10/04/23,Confirmed planets,,,3.54846,2.114,1.431,19 57 38,0.05064,1652.1,0,Kepler-5
Kepler-1155 b,,,+39 31 22,transit,2016.0,,,,1.03,0.04,1.03,5842.0,,16/05/10,Confirmed planets,,,33.469743,,0.18100000000000002,19 15 17,,,0,Kepler-1155
HD 220773 b,,,+08 38 38,RV,2012.0,49.0,0.51,,1.16,0.09,,5940.0,,12/02/04,Confirmed planets,,,3724.7,1.45,,23 26 27,4.94,145.8,0,HD 220773
Kepler-955 b,,,+40 16 11,transit,2016.0,,,,0.89,0.02,0.84,5350.0,,16/05/10,Confirmed planets,,,14.53244172,,0.27899999999999997,19 13 53,,,0,Kepler-955
Kepler-597 b,,,+39 15 10,transit,2016.0,,,,0.97,-0.01,0.95,5683.0,,16/05/10,Confirmed planets,,,13.02365861,,0.21100000000000002,19 33 53,,,0,Kepler-597
Kepler-81 b,,,+42 49 29,transit,2014.0,410.38,,,0.648,,0.595,4500.0,,14/02/26,Confirmed planets,,,5.95488,,0.22874,19 34 32,,,0,Kepler-81
Kepler-81 c,,,+42 49 29,transit,2014.0,410.38,,,0.648,,0.595,4500.0,,14/02/26,Confirmed planets,,,12.039956,,0.18317,19 34 32,,,0,Kepler-81
Kepler-81 d,,,+42 49 29,transit,2014.0,410.38,,,0.648,,0.595,4500.0,,14/02/26,Confirmed planets,,,20.837846,,0.11027,19 34 32,,,0,Kepler-81
Kepler-1222 b,,,+49 22 47,transit,2016.0,,,,0.84,-0.04,0.8,5239.0,,16/05/10,Confirmed planets,,,1.91694425,,0.07,19 39 34,,,0,Kepler-1222
Kepler-1026 b,,,+39 59 53,transit,2016.0,,,,0.79,-0.02,0.75,4948.0,,16/05/10,Confirmed planets,,,36.5156053,,0.19699999999999998,18 54 25,,,0,Kepler-1026
Kepler-1434 b,,,+51 12 11,transit,2016.0,,,,1.47,0.19,2.04,6291.0,,16/05/10,Confirmed planets,,,8.05333618,,0.099,19 42 09,,,0,Kepler-1434
Kepler-1472 b,,,+49 03 27,transit,2016.0,,,,1.16,0.03,1.25,6159.0,,16/05/10,Confirmed planets,,,38.1312831,,0.17,19 39 25,,,0,Kepler-1472
Kepler-494 b,,,+41 39 51,transit,2016.0,,,,1.1,0.02,1.26,6007.0,,16/05/10,Confirmed planets,,,8.02511821,,0.637,19 48 51,,,0,Kepler-494
Kepler-635 b,,,+40 48 03,transit,2016.0,,,,1.33,0.41,1.51,6174.0,,16/05/10,Confirmed planets,,,23.44971004,,0.23600000000000002,19 19 06,,,0,Kepler-635
Kepler-1301 b,,,+42 26 25,transit,2016.0,,,,0.85,0.01,0.81,5188.0,,16/05/10,Confirmed planets,,,9.08237046,,0.125,19 06 25,,,0,Kepler-1301
Kepler-896 b,,,+43 44 04,transit,2016.0,,,,0.84,-0.1,0.81,5262.0,,16/05/10,Confirmed planets,,,144.547396,,0.226,18 49 45,,,0,Kepler-896
Kepler-628 b,,,+39 51 17,transit,2016.0,,,,1.0,0.04,1.28,5721.0,,16/05/10,Confirmed planets,,,15.4580567,,0.7490000000000001,19 21 48,,,0,Kepler-628
HD 145457 b,,,+26 44 34,RV,2010.0,126.0,0.11199999999999999,,1.9,-0.14,9.9,4757.0,,10/05/18,Confirmed planets,,,176.3,2.9,,16 10 04,0.76,756.4,0,HD 145457
EPIC 201702477 b,,,+03 40 53.7,transit,2015.0,673.0,,,0.87,-0.26,0.85,5618.0,,15/07/07,"""Controversial,  Planets in binary systems,  S-type""",,,40.7362,,0.67,11 40 57.791,0.2205,529.0,2,EPIC 201702477
Kepler-1449 b,,,+50 34 04,transit,2016.0,,,,1.08,0.04,1.1,5979.0,,16/05/10,Confirmed planets,,,13.2274528,,0.15,19 12 56,,,0,Kepler-1449
BD-11 4672 b,,,-11 38 09.7315,RV,2014.0,27.3,0.05,4.4,0.5710000000000001,-0.48,0.52,4475.0,,15/11/17,Confirmed planets,,231.0,1667.0,0.53,,18 33 28.83271,2.28,,0,BD-11 4672
WASP-77 A b,,,-07 03 38,transit,2012.0,93.0,,,1.002,0.0,1.12,5500.0,89.4,12/11/26,"""Confirmed planets,  Planets in binary systems,  S-type""",,,1.3600309,1.76,1.21,02 28 37,0.024,,2,WASP-77 A
HATS-33 b,,,-55 40 12,transit,2016.0,355.0,0.08,3.0,1.062,0.29,1.022,5659.0,87.62,16/07/11,Confirmed planets,,,2.5495551,1.192,1.23,19 38 32,0.03727,,0,HATS-33
HD 126525 b,,,-51 55 59,RV,2011.0,38.1,0.13,,,,,5940.0,,11/09/12,Confirmed planets,,,948.12,0.22399999999999998,,14 27 33,1.8105,185.0,0,HD 126525
Kepler-671 b,,,+49 18 51,transit,2016.0,,,,0.97,0.08,0.95,5624.0,,16/05/10,Confirmed planets,,,4.28095859,,0.24,19 37 04,,,0,Kepler-671
Qatar-4 b,,,+44 01 39.5,,2016.0,,,12.9,0.9540000000000001,0.166,1.115,5219.0,88.82,16/09/18,Confirmed planets,,,1.8053949,5.85,1.5519999999999998,00 19 26.23,0.028610000000000003,,0,Qatar-4
HD 158038 b,,,+27 18 12,RV,2011.0,103.0,0.29100000000000004,,1.65,0.28,4.8,4897.0,,12/07/24,Confirmed planets,,,521.0,1.8,,17 25 45,1.48,381.6,0,HD 158038
Kepler-1427 b,,,+45 06 52,transit,2016.0,,,,1.01,0.06,1.01,5793.0,,16/05/10,Confirmed planets,,,0.96897238,,0.098,19 41 24,,,0,Kepler-1427
WASP-56 b,,,+23 03 20,transit,2011.0,255.0,0.0,,1.03,,0.99,5600.0,88.5,12/10/08,Confirmed planets,,,4.617101,0.5710000000000001,1.092,12 13 27,0.05458,1216.0,0,WASP-56
CoRoT-1 b,,,-03 06 08,transit,2007.0,460.0,0.0,,0.95,-0.3,1.11,6298.0,85.1,12/04/05,Confirmed planets,,,1.5089556999999998,1.03,1.49,06 48 19,0.0254,1898.0,0,CoRoT-1
KELT-20 b,,,+31 13 09,transit,2017.0,,,0.3,2.0,-0.29,1.561,8981.0,86.2,17/07/11,Confirmed planets,3.4,,3.4741085,3.5180000000000002,1.735,19 38 39,0.0542,,0,KELT-20
Kepler-549 b,,,+47 15 40,transit,2016.0,,,,0.88,-0.03,0.84,5360.0,,16/05/10,Confirmed planets,,,42.9495649,,0.22899999999999998,18 52 05,,,0,Kepler-549
Kepler-549 c,,,+47 15 40,transit,2016.0,,,,0.88,-0.03,0.84,5360.0,,16/05/10,Confirmed planets,,,117.040498,,0.261,18 52 05,,,0,Kepler-549
PSR 1257+12 A,,,+12 40 56.4721,timing,1992.0,710.0,0.0,3.0,1.4,,1.4000000000000001e-05,,,16/04/12,Confirmed planets,,0.0,25.261999999999997,6.29e-05,,13 00 03.5767,0.19,,0,PSR 1257+12
PSR 1257+12 B,,,+12 40 56.4721,timing,1992.0,710.0,0.0186,3.0,1.4,,1.4000000000000001e-05,,53.0,16/04/12,Confirmed planets,,250.4,66.5419,0.0135,,13 00 03.5767,0.36,,0,PSR 1257+12
PSR 1257+12 C,,3.0,+12 40 56.4721,timing,1992.0,710.0,0.0252,3.0,1.4,,1.4000000000000001e-05,,47.0,16/04/12,Confirmed planets,,108.3,98.2114,0.0123,,13 00 03.5767,0.46,,0,PSR 1257+12
75 Cet b,,,-01 02 05.6236,RV,2012.0,81.4,0.11699999999999999,,2.49,0.0,10.5,4846.0,,15/11/02,Confirmed planets,,165.0,691.9,3.0,,02 32 09.42200,2.1,,0,75 Cet
Kepler-1349 b,,,+48 44 39,transit,2016.0,,,,1.16,0.03,1.28,6086.0,,16/05/10,Confirmed planets,,,2.12823928,,0.062,19 05 21,,,0,Kepler-1349
HD 189567 b,,,-67 19 15,RV,2011.0,17.7,0.23,,,,,5940.0,,11/09/12,Confirmed planets,,,14.275,0.0316,,20 05 33,0.1099,769.4,0,HD 189567
Kepler-365 b,,,+49 07 49,transit,2014.0,1089.04,,,,,1.048,6012.0,,14/02/26,Confirmed planets,,,10.664903,,0.18591,19 42 30,,,0,Kepler-365
Kepler-365 c,,,+49 07 49,transit,2014.0,1089.04,,,,,1.048,6012.0,,14/02/26,Confirmed planets,,,17.784129,,0.14945,19 42 30,,,0,Kepler-365
Kepler-68 b,,,+49 02 24.957,transit,2013.0,135.0,0.02,6.3,1.079,0.12,1.2429999999999999,5793.0,87.6,15/06/09,"""Confirmed planets,  Planets in binary systems,  S-type""",,,5.398763,0.026000000000000002,0.20600000000000002,19 24 07.7644,0.0617,1280.0,2,Kepler-68
Kepler-68 c,,,+49 02 24.957,transit,2013.0,135.0,,6.3,1.079,0.12,1.2429999999999999,5793.0,86.93,15/06/09,"""Confirmed planets,  Planets in binary systems,  S-type""",,,9.605085,0.015,0.085,19 24 07.7644,0.09059,,2,Kepler-68
Kepler-68 d,,,+49 02 24.957,RV,2013.0,135.0,0.18,6.3,1.079,0.12,1.2429999999999999,5793.0,,15/06/09,"""Confirmed planets,  Planets in binary systems,  S-type""",,,580.0,0.9470000000000001,,19 24 07.7644,1.4,,2,Kepler-68
Kepler-164 c,,,+47 37 47,transit,2014.0,965.43,,,1.15,,1.148,5888.0,,14/02/26,Confirmed planets,,,10.945723,,0.24879,19 11 07,,,0,Kepler-164
Kepler-164 d,,,+47 37 47,transit,2014.0,965.43,,,1.15,,1.148,5888.0,,14/02/26,Confirmed planets,,,28.986769,,0.22326999999999997,19 11 07,,,0,Kepler-164
Kepler-164 b,,,+47 37 47,transit,2014.0,965.43,,,1.15,,1.148,5888.0,,14/02/26,Confirmed planets,,,5.03503,,0.12849000000000002,19 11 07,,,0,Kepler-164
WASP-120 b,,,-45 53 53.5,transit,2015.0,,0.059000000000000004,,1.45,-0.05,1.93,6450.0,82.29,15/09/07,Confirmed planets,,,3.6112705999999997,5.01,1.515,04 10 27.85,0.0522,1890.0,0,WASP-120
Kepler-1647 b,,,+40 39 22,transit,2015.0,,0.0581,,,,,,90.0972,16/10/14,"""Confirmed planets,  Planets in binary systems,  P-type""",,155.0464,1107.5923,1.52,1.06,19 52 36,2.7205,,1,Kepler-1647
Kepler-76 b,,,+39 37 08,transit,2013.0,,,,1.2,-0.1,1.32,6409.0,78.0,15/12/03,Confirmed planets,,,1.54492875,2.01,1.36,19 36 46,,,0,Kepler-76
CoRoT-17 b,,,-06 36 44,transit,2010.0,920.0,0.0,,1.04,,1.59,5740.0,88.34,11/05/11,Confirmed planets,,,3.768125,2.45,1.02,18 34 47,0.0461,1486.4,0,CoRoT-17
WASP-136 b,,,-08 55 34.7,transit,2016.0,164.0,,3.62,1.51,,1.38,6260.0,84.7,16/07/27,Confirmed planets,,,5.215357,1.51,1.38,00 01 18.18,0.0661,,0,WASP-136
Kepler-1271 b,,,+37 24 43,transit,2016.0,,,,1.13,-0.01,1.23,6143.0,,16/05/10,Confirmed planets,,,3.0255955,,0.132,19 05 23,,,0,Kepler-1271
Kepler-787 b,,,+38 34 22,transit,2016.0,,,,0.65,-0.09,0.62,4248.0,,16/05/10,Confirmed planets,,,0.9283105,,0.114,19 26 46,,,0,Kepler-787
Kepler-812 b,,,+48 12 31,transit,2016.0,,,,1.45,0.02,1.71,6761.0,,16/05/10,Confirmed planets,,,10.11716531,,0.317,19 15 25,,,0,Kepler-812
Kepler-234 b,,,+38 29 40,transit,2014.0,1867.58,,,1.09,,1.113,6224.0,,14/02/26,Confirmed planets,,,2.711506,,0.33718000000000004,19 26 36,,,0,Kepler-234
Kepler-234 c,,,+38 29 40,transit,2014.0,1867.58,,,1.09,,1.113,6224.0,,14/02/26,Confirmed planets,,,7.21205,,0.31987,19 26 36,,,0,Kepler-234
HD 216536 b,,,+44 28 39.862,RV,2015.0,,0.38,3.8,1.36,-0.17,12.5,4639.0,,15/01/29,Confirmed planets,,270.0,148.6,1.47,,22 53 03.9725,0.609,,0,HD 216536
Kepler-1226 b,,,+50 37 17,transit,2016.0,,,,1.02,-0.08,1.02,5923.0,,16/05/10,Confirmed planets,,,17.2923453,,0.129,19 45 30,,,0,Kepler-1226
HD 4313 b,,,+07 50 42,RV,2010.0,137.0,0.040999999999999995,,1.72,0.14,4.9,5035.0,,10/03/19,Confirmed planets,,,356.0,2.3,,00 45 40,1.19,450.4,0,HD 4313
Kepler-543 b,,,+38 51 45,transit,2016.0,,,,0.7,-0.19,0.67,4671.0,,16/05/10,Confirmed planets,,,13.89961966,,0.223,19 08 52,,,0,Kepler-543
HD 18742 b,,,-20 48 09.38,RV,2011.0,135.0,0.0,,1.6,-0.04,4.9,5048.0,,12/08/07,Confirmed planets,,,772.0,2.7,,03 00 10.656,1.92,354.4,0,HD 18742
Kepler-1454 b,,,+48 49 54,transit,2016.0,,,,0.9,-0.02,0.86,5448.0,,16/05/10,Confirmed planets,,,47.0319479,,0.168,18 56 54,,,0,Kepler-1454
Lupus-TR 3b,,,-42 58 41.5,transit,2007.0,2000.0,0.0,,0.87,0.02,0.82,5000.0,88.3,14/05/23,Confirmed planets,,,3.91405,0.81,0.89,15 30 18.7,0.0464,,0,Lupus-TR 3b
Kepler-167 b,,,+38 20 43.42,transit,2014.0,330.0,0.0,3.3,0.77,-0.03,0.726,4890.0,89.33,17/11/28,Confirmed planets,,,4.393163200000001,,0.14407999999999999,19 30 38.024,0.0483,,0,Kepler-167
Kepler-167 c,,,+38 20 43.42,transit,2014.0,330.0,0.0,3.3,0.77,-0.03,0.726,4890.0,89.3,17/11/28,Confirmed planets,,,7.406114,,0.12485,19 30 38.024,0.0684,,0,Kepler-167
Kepler-167 d,,,+38 20 43.42,transit,2016.0,330.0,,3.3,0.77,-0.03,0.726,4890.0,89.352,17/11/28,Confirmed planets,,,21.803855,,0.10652,19 30 38.024,0.1405,,0,Kepler-167
Kepler-167 e,,,+38 20 43.42,transit,2016.0,330.0,0.062,3.3,0.77,-0.03,0.726,4890.0,89.976,17/11/28,Confirmed planets,,200.0,1071.2322800000002,,0.9055200000000001,19 30 38.024,1.89,,0,Kepler-167
Kepler-750 b,,,+44 00 16,transit,2016.0,,,,1.15,0.03,1.23,6160.0,,16/05/10,Confirmed planets,,,9.42887179,,0.27399999999999997,19 16 23,,,0,Kepler-750
Kepler-750 c,,,+44 00 16,transit,2016.0,,,,1.15,0.03,1.23,6160.0,,16/05/10,Confirmed planets,,,4.08899022,,0.145,19 16 23,,,0,Kepler-750
Kepler-1062 b,,,+41 13 18,transit,2016.0,,,,0.75,0.11,0.7,4597.0,,16/05/10,Confirmed planets,,,9.30412078,,0.157,18 55 36,,,0,Kepler-1062
HD 8673 b,,,+34 34 46,RV,2010.0,36.1,0.723,,1.3119999999999998,,1.54,6413.0,,10/06/24,"""Confirmed planets,  Planets in binary systems,  S-type""",,,1634.0,14.2,,01 26 08,3.02,194.3,2,HD 8673
Kepler-1474 b,,,+45 52 01,transit,2016.0,,,,1.04,0.04,1.04,5870.0,,16/05/10,Confirmed planets,,,36.4333452,,0.193,19 38 47,,,0,Kepler-1474
Kepler-132 d,,,+41 20 34,transit,2014.0,331.08,,,,,1.178,6003.0,,14/02/26,Confirmed planets,,,18.010199,,0.14125,18 52 56,,,0,Kepler-132
Kepler-132 c,,,+41 20 34,transit,2014.0,331.08,,,,,1.178,6003.0,,14/02/26,Confirmed planets,,,6.414914,,0.11665,18 52 56,,,0,Kepler-132
Kepler-132 b,,,+41 20 34,transit,2014.0,331.08,,,,,1.178,6003.0,,14/02/26,Confirmed planets,,,6.178196,,0.11027,18 52 56,,,0,Kepler-132
Kepler-132 e,,,+41 20 34,transit,2016.0,331.08,,,,,1.178,6003.0,,16/05/10,Confirmed planets,,,110.2869374,,0.105,18 52 56,,,0,Kepler-132
Kepler-435 b,,,+43 11 50,transit,2012.0,2070.0,0.114,2.25,1.538,-0.18,3.21,6161.0,85.51,16/12/26,Confirmed planets,,,8.600153599999999,0.84,1.99,19 29 09,0.0948,,0,Kepler-435
Gliese 849 b,,,-04 38 26.6,RV,2006.0,9.1,0.038,,0.49,0.31,0.52,3601.0,,15/08/15,Confirmed planets,,66.0,1924.0,0.9109999999999999,,22 09 40.3,2.39,,0,Gliese 849
Gliese 849 c,,,-04 38 26.6,RV,2013.0,9.1,0.087,,0.49,0.31,0.52,3601.0,,15/08/15,Confirmed planets,,172.0,5520.0,0.9440000000000001,,22 09 40.3,4.82,,0,Gliese 849
Kepler-1228 b,,,+46 57 59,transit,2016.0,,,,0.78,-0.18,0.74,5063.0,,16/05/10,Confirmed planets,,,0.57736958,,0.13699999999999998,19 46 13,,,0,Kepler-1228
Kepler-1646 b,,,+42 54 46,transit,2016.0,,,,0.24,0.04,0.26,3299.0,,16/05/10,Confirmed planets,,,4.48558383,,0.11,19 10 06,,,0,Kepler-1646
tau Ceti b,,,-15 56 14.9262,RV,2012.0,3.6502,0.16,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Retracted planet candidate,,86.0,13.965,0.00629,,01 44 04.08338,0.105,,0,tau Ceti
tau Ceti c,,,-15 56 14.9262,RV,2012.0,3.6502,0.03,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Retracted planet candidate,,172.0,35.361999999999995,0.00975,,01 44 04.08338,0.195,,0,tau Ceti
tau Ceti d,,,-15 56 14.9262,RV,2012.0,3.6502,0.08,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Retracted planet candidate,,229.0,94.11,0.0113,,01 44 04.08338,0.374,,0,tau Ceti
tau Ceti e,,,-15 56 14.9262,RV,2012.0,3.6502,0.18,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Confirmed planets,,22.3,162.87,0.0124,,01 44 04.08338,0.5379999999999999,,0,tau Ceti
tau Ceti f,,,-15 56 14.9262,RV,2012.0,3.6502,0.16,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Confirmed planets,,119.7,636.13,0.0124,,01 44 04.08338,1.334,,0,tau Ceti
tau Ceti g,,,-15 56 14.9262,RV,2017.0,3.6502,0.06,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Confirmed planets,,395.3,20.0,0.00551,,01 44 04.08338,,,0,tau Ceti
tau Ceti h,,,-15 56 14.9262,RV,2017.0,3.6502,0.23,5.8,0.7829999999999999,-0.55,0.7929999999999999,5344.0,,17/11/28,Confirmed planets,,7.4,49.41,0.00576,,01 44 04.08338,0.243,,0,tau Ceti
EPIC 201445392 b,,,-00 17 03.75,transit,2015.0,405.0,,,0.78,-0.02,0.74,4870.0,86.42,15/12/06,Confirmed planets,,,10.35239,,0.319,11 19 10.48,0.0856,,0,EPIC 201445392
EPIC 201445392 c,,,-00 17 03.75,transit,2015.0,405.0,,,0.78,-0.02,0.74,4870.0,86.7,15/07/07,Confirmed planets,,,5.06416,,0.215,11 19 10.48,0.0532,,0,EPIC 201445392
Kepler-1337 b,,,+46 47 46,transit,2016.0,,,,0.7,-0.09,0.67,4523.0,,16/05/10,Confirmed planets,,,24.4002549,,0.215,19 08 02,,,0,Kepler-1337
Kepler-1221 b,,,+45 42 43,transit,2016.0,,,,0.87,0.09,0.82,5194.0,,16/05/10,Confirmed planets,,,12.00096042,,0.168,19 03 17,,,0,Kepler-1221
WASP-32 b,,,+01 12 02,transit,2010.0,,0.018,2.42,1.1,-0.13,1.09,6100.0,85.3,14/03/20,Confirmed planets,,,2.718659,3.6,1.19,00 15 51,0.0394,1427.6,0,WASP-32
HD 96700 b,,,-30 10 28,RV,2011.0,25.6,0.1,,,,,5940.0,,11/09/12,Confirmed planets,,,8.1256,0.0284,,11 07 54,0.0774,1001.4,0,HD 96700
HD 96700 c,,,-30 10 28,RV,2011.0,25.6,0.37,,,,,5940.0,,11/09/12,Confirmed planets,,,103.49,0.04,,11 07 54,0.42200000000000004,425.4,0,HD 96700
Gamma Cephei b,,,+77 37 56.1876,RV,2003.0,14.102,0.049,,1.4,0.18,4.9,4800.0,,15/12/12,"""Confirmed planets,  Planets in binary systems,  S-type""",,94.6,903.3,1.85,,23 39 20.85153,2.05,,2,Gamma Cephei
HD 152079 b,,,-46 19 51,RV,2010.0,85.17,0.6,,1.023,0.16,,5940.0,,10/01/26,Confirmed planets,,,2097.0,3.0,,16 53 30,3.2,149.6,0,HD 152079
HD 47536 b,,,-32 20 23,RV,2003.0,121.36,0.3,,0.99,-0.65,23.47,4380.0,,15/05/24,Confirmed planets,,268.6,434.9,4.0,,06 37 47,1.12,,0,HD 47536
HD 47536 c,,,-32 20 23,RV,2007.0,121.36,,,0.99,-0.65,23.47,4380.0,,15/05/24,Controversial,,,2500.0,7.0,,06 37 47,,,0,HD 47536
2M 0746+20 b,,,+20 00 32.18,imaging,2010.0,12.21,0.48700000000000004,,0.12,,0.08900000000000001,2205.0,138.2,12/01/20,Confirmed planets,,,4640.0,30.0,0.97,07 46 42.562,2.897,,0,2M 0746+20
Kepler-369 c,,,+47 54 30,transit,2014.0,279.57,,,0.47,,0.47100000000000003,3591.0,,14/02/26,Confirmed planets,,,14.871572,,0.12849000000000002,19 34 41,,,0,Kepler-369
Kepler-369 b,,,+47 54 30,transit,2014.0,279.57,,,0.47,,0.47100000000000003,3591.0,,14/02/26,Confirmed planets,,,2.732756,,0.10298,19 34 41,,,0,Kepler-369
Kepler-125 b,,,+47 36 17,transit,2014.0,223.85,,,0.537,,0.512,3810.0,,14/02/26,Confirmed planets,,,4.164389,,0.21598,19 53 01,,,0,Kepler-125
Kepler-125 c,,,+47 36 17,transit,2014.0,223.85,,,0.537,,0.512,3810.0,,14/02/26,Confirmed planets,,,5.774464,,0.06744,19 53 01,,,0,Kepler-125
Kepler-1403 b,,,+38 57 36,transit,2016.0,,,,1.11,0.03,1.15,6060.0,,16/05/10,Confirmed planets,,,5.19492202,,0.191,19 23 28,,,0,Kepler-1403
HD 20367 b,,,+31 07 37,RV,2002.0,27.0,0.23,,1.04,0.1,1.18,6128.0,,10/12/16,Confirmed planets,,,500.0,1.07,,03 17 40,1.25,261.6,0,HD 20367
Kepler-733 b,,,+45 54 53,transit,2016.0,,,,0.9,0.01,0.86,5418.0,,16/05/10,Confirmed planets,,,20.83424726,,0.252,19 32 04,,,0,Kepler-733
K2-97 b,,,+10 50 51,,2016.0,,,7.8,1.16,0.42,4.2,,,17/01/27,Confirmed planets,,,8.4061,1.1,1.31,08 31 03,,,0,K2-97
