PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,DiscoveryMethod,DiscoveryYear,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,ListsPlanetIsOn,HostStar
WASP-15 b,0,0.542,1.4280000000000002,3.7520656000000003,0.0499,0.0,1511.3,transit,2008.0,1.18,1.4769999999999999,-0.17,6300.0,Confirmed planets,WASP-15
Kepler-1061 b,0,,0.177,2.75798267,,,,transit,2016.0,1.09,1.07,-0.03,6067.0,Confirmed planets,Kepler-1061
Kepler-860 b,0,,0.289,5.10137945,,,,transit,2016.0,1.04,1.06,0.09,5836.0,Confirmed planets,Kepler-860
Kepler-831 b,0,,0.113,5.62153941,,,,transit,2016.0,0.99,0.97,0.02,5732.0,Confirmed planets,Kepler-831
HAT-P-8 b,2,1.275,1.321,3.0763402,0.0439,0.0,1713.0,transit,2008.0,1.192,1.475,0.01,6200.0,"Confirmed planets, Planets in binary systems, S-type",HAT-P-8
Kepler-1525 b,0,,0.081,2.41660118,,,,transit,2016.0,1.07,1.04,0.27,5748.0,Confirmed planets,Kepler-1525
Kepler-846 b,0,,0.221,19.80792185,,,,transit,2016.0,0.94,0.91,0.0,5579.0,Confirmed planets,Kepler-846
Kepler-755 b,0,,0.157,1.26909037,,,,transit,2016.0,0.82,0.77,-0.01,5043.0,Confirmed planets,Kepler-755
Kepler-755 c,0,,0.11199999999999999,2.85313364,,,,transit,2016.0,0.82,0.77,-0.01,5043.0,Confirmed planets,Kepler-755
Kepler-704 b,0,,0.233,3.76182115,,,,transit,2016.0,0.97,0.96,0.09,5616.0,Confirmed planets,Kepler-704
Kepler-573 b,0,,0.249,22.18329658,,,,transit,2016.0,0.99,1.02,0.02,5746.0,Confirmed planets,Kepler-573
Lalande 21185 b,0,0.012,,9.8693,,,,RV,2017.0,0.46,0.39299999999999996,,3828.0,Controversial,Lalande 21185
Kepler-839 b,0,,0.22899999999999998,37.814451399999996,,,,transit,2016.0,1.22,1.31,0.29,6058.0,Confirmed planets,Kepler-839
Kepler-1263 b,0,,0.102,4.55139967,,,,transit,2016.0,0.84,0.8,-0.03,5213.0,Confirmed planets,Kepler-1263
Kepler-625 b,0,,0.17800000000000002,7.75192492,,,,transit,2016.0,1.04,0.96,0.1,5789.0,Confirmed planets,Kepler-625
Kepler-625 c,0,,0.094,4.1653651,,,,transit,2016.0,1.04,0.96,0.1,5789.0,Confirmed planets,Kepler-625
Kepler-1397 b,0,,0.153,47.449954999999996,,,,transit,2016.0,1.09,1.12,0.0,6026.0,Confirmed planets,Kepler-1397
HAT-P-20 b,0,7.246,0.867,2.875317,0.0361,0.015,888.3,transit,2010.0,0.7559999999999999,0.6940000000000001,0.35,4595.0,Confirmed planets,HAT-P-20
HD 233604 b,0,6.575,,192.0,0.747,0.05,,RV,2013.0,1.5,10.9,-0.36,4791.0,Confirmed planets,HD 233604
HATS-13 b,0,0.5429999999999999,1.212,3.0440499,0.04057,,1244.0,transit,2015.0,0.9620000000000001,0.887,0.05,5523.0,Confirmed planets,HATS-13
HAT-P-46 b,0,0.493,1.284,,0.0577,0.12300000000000001,1458.0,transit,2013.0,1.284,1.396,0.3,6120.0,Confirmed planets,HAT-P-46
HAT-P-46 c,0,2.0,,,0.38299999999999995,0.0,,RV,2013.0,1.284,1.396,0.3,6120.0,Controversial,HAT-P-46
Kepler-1089 b,0,,0.163,5.13248562,,,,transit,2016.0,0.52,0.49,-0.09,3753.0,Confirmed planets,Kepler-1089
16 Cygni B b,2,1.77,,799.5,1.72,0.6890000000000001,,RV,1996.0,1.07,1.127,0.052000000000000005,5750.0,"Confirmed planets, Planets in binary systems, S-type",16 Cygni B
Kepler-1339 b,0,,0.063,1.34155513,,,,transit,2016.0,0.94,0.93,0.01,5586.0,Confirmed planets,Kepler-1339
Kepler-889 b,0,,0.09699999999999999,3.744439,,,,transit,2016.0,1.14,1.25,0.19,5961.0,Confirmed planets,Kepler-889
Kepler-239 b,0,,0.21233000000000002,11.763050999999999,,,,transit,2014.0,0.757,0.763,,4914.0,Confirmed planets,Kepler-239
Kepler-239 c,0,,0.22874,56.228097999999996,,,,transit,2014.0,0.757,0.763,,4914.0,Confirmed planets,Kepler-239
Kepler-927 b,0,,0.153,9.1149903,,,,transit,2016.0,0.99,0.99,0.03,5743.0,Confirmed planets,Kepler-927
HD 82886 b,0,1.3,,705.0,1.65,0.0,382.7,RV,2011.0,1.06,4.8,-0.31,5112.0,Confirmed planets,HD 82886
Kepler-1540 b,0,,0.222,125.41311770000002,,,,transit,2016.0,0.74,0.69,0.1,4540.0,Confirmed planets,Kepler-1540
8 Ursae Minoris b,0,1.5,,93.4,0.49,0.06,,RV,2015.0,1.8,9.9,-0.03,4847.4,Confirmed planets,8 Ursae Minoris
Kepler-845 b,0,,0.182,0.92785982,,,,transit,2016.0,0.79,0.75,0.01,4913.0,Confirmed planets,Kepler-845
Kepler-461 b,0,,0.23,8.31378306,,,,transit,2016.0,0.98,0.91,0.04,5634.0,Confirmed planets,Kepler-461
DH Tau B,0,12.0,,,,,2750.0,imaging,2005.0,0.4,,,3840.0,Confirmed planets,DH Tau
Kepler-165 b,0,,0.21141999999999997,8.180848,,,,transit,2014.0,0.79,0.77,,5211.0,Confirmed planets,Kepler-165
Kepler-165 c,0,,0.20322,15.31299,,,,transit,2014.0,0.79,0.77,,5211.0,Confirmed planets,Kepler-165
HD 141937 b,0,9.7,,653.22,1.52,0.41,215.8,RV,2002.0,1.1,1.06,0.11,5925.0,Confirmed planets,HD 141937
Kepler-684 b,0,,0.3,6.77030201,,,,transit,2016.0,0.89,0.86,-0.11,5493.0,Confirmed planets,Kepler-684
Kepler-631 b,0,,0.259,17.97979059,,,,transit,2016.0,1.24,1.33,0.23,6185.0,Confirmed planets,Kepler-631
Kepler-95 b,0,0.040894,0.311666,11.5231,,,,transit,2014.0,1.08,1.41,0.3,5699.0,Confirmed planets,Kepler-95
Kepler-1340 b,0,,0.138,0.66502692,,,,transit,2016.0,1.27,1.42,0.07,6331.0,Confirmed planets,Kepler-1340
Kepler-529 b,0,,0.166,1.98035766,,,,transit,2016.0,1.07,1.14,-0.1,6087.0,Confirmed planets,Kepler-529
Kepler-529 c,0,,0.17800000000000002,12.8345022,,,,transit,2016.0,1.07,1.14,-0.1,6087.0,Confirmed planets,Kepler-529
Kepler-299 c,0,,0.2415,6.885875,,,,transit,2014.0,1.001,1.032,,5617.0,Confirmed planets,Kepler-299
Kepler-299 d,0,,0.1695,15.054785999999998,,,,transit,2014.0,1.001,1.032,,5617.0,Confirmed planets,Kepler-299
Kepler-299 b,0,,0.12029000000000001,2.9271279999999997,,,,transit,2014.0,1.001,1.032,,5617.0,Confirmed planets,Kepler-299
Kepler-299 e,0,,0.17040999999999998,38.285489,,,,transit,2014.0,1.001,1.032,,5617.0,Confirmed planets,Kepler-299
Kepler-10 b,0,0.010475,0.133962,0.8374906999999999,0.01685,0.0,2169.0,transit,2011.0,0.91,1.065,-0.15,5643.0,Confirmed planets,Kepler-10
Kepler-10 c,0,0.054105999999999994,0.21415599999999999,45.294301000000004,0.24100000000000002,0.0,584.0,transit,2011.0,0.91,1.065,-0.15,5643.0,Confirmed planets,Kepler-10
Kepler-442 b,0,,0.12,112.3053,0.409,,,transit,2015.0,0.609,0.598,-0.37,4402.0,Confirmed planets,Kepler-442
HD 45350 b,0,1.79,,890.76,1.92,0.778,197.0,RV,2004.0,1.02,1.27,0.29,5754.0,Confirmed planets,HD 45350
Kepler-832 b,0,,0.184,7.139694099999999,,,,transit,2016.0,0.92,0.9,-0.08,5596.0,Confirmed planets,Kepler-832
Kepler-1067 b,0,,0.071,0.76212926,,,,transit,2016.0,0.95,0.93,0.03,5592.0,Confirmed planets,Kepler-1067
HD 168746 b,0,0.23,,6.403,0.065,0.081,1026.4,RV,2002.0,0.88,1.12,-0.06,5610.0,Confirmed planets,HD 168746
Kepler-127 d,0,,0.24058000000000002,48.630408,0.282,0.03,,transit,2014.0,1.2690000000000001,1.359,,6106.0,Confirmed planets,Kepler-127
Kepler-127 c,0,,0.24241,29.393195000000002,0.20199999999999999,0.03,,transit,2014.0,1.2690000000000001,1.359,,6106.0,Confirmed planets,Kepler-127
Kepler-127 b,0,,0.12758,14.435889000000001,0.126,,,transit,2014.0,1.2690000000000001,1.359,,6106.0,Confirmed planets,Kepler-127
Kepler-1194 b,0,,0.135,16.22371307,,,,transit,2016.0,0.94,0.92,0.0,5590.0,Confirmed planets,Kepler-1194
Kepler-1546 b,0,,0.27899999999999997,19.597497100000002,,,,transit,2016.0,0.95,0.93,0.01,5623.0,Confirmed planets,Kepler-1546
HATS-8 b,0,0.138,0.873,3.583893,0.046669999999999996,,1324.0,transit,2015.0,1.056,1.0859999999999999,0.21,5679.0,Confirmed planets,HATS-8
K2-99 b,0,0.97,1.29,18.249000000000002,0.159,0.19,,,2016.0,1.6,3.1,0.2,5990.0,Confirmed planets,K2-99
Kepler-304 b,0,,0.26063000000000003,3.2957089999999996,,,,transit,2014.0,0.687,0.687,,4731.0,Confirmed planets,Kepler-304
Kepler-304 d,0,,0.25061,9.653471000000001,,,,transit,2014.0,0.687,0.687,,4731.0,Confirmed planets,Kepler-304
Kepler-304 c,0,,0.19775,5.315946,,,,transit,2014.0,0.687,0.687,,4731.0,Confirmed planets,Kepler-304
Kepler-304 e,0,,0.107,1.49914695,,,,transit,2016.0,0.687,0.687,,4731.0,Confirmed planets,Kepler-304
KIC 10905746 b,0,,0.237,9.8844,0.0751,,,transit,2011.0,0.578,0.5479999999999999,-0.23,,Confirmed planets,KIC 10905746
Kepler-612 b,0,,0.253,3.72215641,,,,transit,2016.0,0.98,0.96,0.04,5693.0,Confirmed planets,Kepler-612
Kepler-979 b,0,,0.243,8.088013499999999,,,,transit,2016.0,0.87,0.83,-0.02,5310.0,Confirmed planets,Kepler-979
HD 120084 b,0,4.5,,2082.0,4.3,0.66,,RV,2013.0,2.4,9.12,0.09,4892.0,Confirmed planets,HD 120084
Kepler-945 b,0,,0.235,31.003381400000002,,,,transit,2016.0,0.97,0.97,-0.01,5718.0,Confirmed planets,Kepler-945
Kepler-1574 b,0,,0.115,6.9424334000000005,,,,transit,2016.0,1.06,1.08,0.08,5892.0,Confirmed planets,Kepler-1574
Kepler-270 b,0,,0.18317,11.476094,,,,transit,2014.0,1.17,1.4609999999999999,,6067.0,Confirmed planets,Kepler-270
Kepler-270 c,0,,0.1613,25.262887,,,,transit,2014.0,1.17,1.4609999999999999,,6067.0,Confirmed planets,Kepler-270
WASP-34 b,0,0.59,1.22,4.3176782,0.0524,0.038,1058.7,transit,2010.0,1.01,0.93,-0.02,5700.0,Confirmed planets,WASP-34
CoRoT-29 b,0,0.85,0.9,2.8505700000000003,0.039,0.08199999999999999,,transit,2015.0,0.97,0.9,0.2,5260.0,Confirmed planets,CoRoT-29
WASP-4 b,0,1.1215,1.3630000000000002,1.33823187,0.023119999999999998,0.0,1710.4,transit,2007.0,0.93,1.15,-0.03,5500.0,Confirmed planets,WASP-4
Kepler-28 b,0,,0.32806906,5.91,0.062,,680.0,transit,2012.0,0.75,0.7,0.34,4590.0,Confirmed planets,Kepler-28
Kepler-28 c,0,,0.30984,8.98,0.081,,595.0,transit,2012.0,0.75,0.7,0.34,4590.0,Confirmed planets,Kepler-28
HD 220074 b,0,11.1,,672.1,1.6,0.14,965.5,RV,2012.0,1.2,49.7,-0.25,5080.0,Confirmed planets,HD 220074
Kepler-1485 b,0,,0.131,19.9157725,,,,transit,2016.0,1.11,1.12,0.02,6087.0,Confirmed planets,Kepler-1485
11 UMi b,0,11.2,,516.22,1.54,0.08,,RV,2009.0,1.8,24.08,0.04,4340.0,Confirmed planets,11 UMi
Kepler-702 b,0,,0.818,10.52629406,,,,transit,2016.0,0.9,0.86,0.0,5419.0,Confirmed planets,Kepler-702
Kepler-614 b,0,,0.213,14.03491514,,,,transit,2016.0,0.85,0.81,-0.07,5268.0,Confirmed planets,Kepler-614
Kepler-1219 b,0,,0.18899999999999997,16.10467749,,,,transit,2016.0,1.25,1.94,0.05,5944.0,Confirmed planets,Kepler-1219
TrES-1 b,0,0.7609999999999999,1.099,3.0300722,0.0393,0.0,,transit,2004.0,0.88,0.85,0.001,5250.0,Confirmed planets,TrES-1
HD 240237 b,0,5.3,,745.7,1.9,0.4,,RV,2010.0,1.69,32.0,-0.26,4361.0,Confirmed planets,HD 240237
Kepler-463 b,0,,0.272,8.98101683,,,,transit,2016.0,0.87,0.9,-0.28,5661.0,Confirmed planets,Kepler-463
70 Vir b,0,7.4,,116.6926,0.48100000000000004,0.39899999999999997,479.1,RV,1996.0,1.09,1.94,-0.09,5439.0,Confirmed planets,70 Vir
Kepler-1267 b,0,,0.26899999999999996,13.031394500000001,,,,transit,2016.0,1.15,1.2,0.07,6096.0,Confirmed planets,Kepler-1267
Kepler-35 (AB) b,1,0.127,0.728,131.458,0.60347,0.042,,transit,2012.0,,,,,"Confirmed planets, Planets in binary systems, P-type",Kepler-35 (AB)
Kepler-1231 b,0,,0.127,10.41725184,,,,transit,2016.0,1.01,1.0,0.06,5778.0,Confirmed planets,Kepler-1231
Kepler-345 c,0,,0.10935999999999998,9.387427,,,,transit,2014.0,0.61,0.623,,4504.0,Confirmed planets,Kepler-345
Kepler-345 b,0,,0.06744,7.415563000000001,,,,transit,2014.0,0.61,0.623,,4504.0,Confirmed planets,Kepler-345
Kepler-785 b,0,,1.162,1.97376093,,,,transit,2016.0,0.77,0.71,-0.02,4739.0,Confirmed planets,Kepler-785
Kepler-1204 b,0,,0.272,85.7350285,,,,transit,2016.0,1.03,1.03,0.06,5825.0,Confirmed planets,Kepler-1204
WASP-21 b,0,0.276,1.162,4.3225185999999995,0.0499,0.0,1333.0,transit,2010.0,0.89,1.136,-0.46,5800.0,Confirmed planets,WASP-21
Kepler-233 b,0,,0.22145,8.472382000000001,,,,transit,2014.0,0.855,0.758,,5360.0,Confirmed planets,Kepler-233
Kepler-233 c,0,,0.24695999999999999,60.418955000000004,,,,transit,2014.0,0.855,0.758,,5360.0,Confirmed planets,Kepler-233
Kepler-822 b,0,,0.158,3.22296927,,,,transit,2016.0,1.06,1.08,0.04,5928.0,Confirmed planets,Kepler-822
HD 31527 b,0,0.0363,,16.546,0.1253,0.13,770.9,RV,2011.0,,,,5940.0,Confirmed planets,HD 31527
HD 31527 c,0,0.0498,,51.284,0.2665,0.11,528.8,RV,2011.0,,,,5940.0,Confirmed planets,HD 31527
HD 31527 d,0,0.0519,,274.49,0.8181,0.38,299.2,RV,2011.0,,,,5940.0,Confirmed planets,HD 31527
Kepler-1635 b,0,,0.325,469.63111,,,,transit,2016.0,0.89,0.85,0.06,5347.0,Confirmed planets,Kepler-1635
XO-4 b,0,1.615,1.615,4.1250707,0.05485,0.0,,transit,2008.0,1.2930000000000001,1.554,-0.04,6390.0,Confirmed planets,XO-4
Gliese 436 b,0,0.0727,0.3767,2.64385,0.02872,0.15,650.3,transit,2004.0,0.452,0.46399999999999997,-0.32,3684.0,Confirmed planets,Gliese 436
Gliese 436 c,0,0.0008807961,0.06014599,1.3658,0.0185,0.0,813.5,transit,2012.0,0.452,0.46399999999999997,-0.32,3684.0,Controversial,Gliese 436
Kepler-661 b,0,,0.27399999999999997,6.02930132,,,,transit,2016.0,0.7,0.67,-0.05,4483.0,Confirmed planets,Kepler-661
Kepler-1262 b,0,,0.162,8.67900242,,,,transit,2016.0,0.99,0.98,-0.02,5771.0,Confirmed planets,Kepler-1262
Kepler-1377 b,0,,0.11199999999999999,0.74092842,,,,transit,2016.0,0.86,0.82,0.05,5218.0,Confirmed planets,Kepler-1377
HD 163296 b,0,0.3,,,105.0,,,,2016.0,2.3,,,,Confirmed planets,HD 163296
HD 163296 c,0,0.3,,,160.0,,,,2016.0,2.3,,,,Confirmed planets,HD 163296
Kepler-1041 b,0,,0.262,24.7576421,,,,transit,2016.0,1.06,1.08,0.01,5957.0,Confirmed planets,Kepler-1041
Kepler-235 b,0,,0.20322,3.3402220000000002,,,,transit,2014.0,0.581,0.5539999999999999,,4255.0,Confirmed planets,Kepler-235
Kepler-235 d,0,,0.18682,20.060548,,,,transit,2014.0,0.581,0.5539999999999999,,4255.0,Confirmed planets,Kepler-235
Kepler-235 e,0,,0.20231,46.183669,,,,transit,2014.0,0.581,0.5539999999999999,,4255.0,Confirmed planets,Kepler-235
Kepler-235 c,0,,0.11665,7.824903999999999,,,,transit,2014.0,0.581,0.5539999999999999,,4255.0,Confirmed planets,Kepler-235
HD 23127 b,0,1.5,,1214.0,2.4,0.44,205.3,RV,2007.0,1.13,,0.34,5927.0,Confirmed planets,HD 23127
Kepler-1239 b,0,,0.259,5.19104016,,,,transit,2016.0,1.4,1.57,0.22,6564.0,Confirmed planets,Kepler-1239
Kepler-1131 b,0,,0.142,3.53232449,,,,transit,2016.0,1.03,1.04,0.05,5851.0,Confirmed planets,Kepler-1131
Kepler-619 b,0,,0.282,5.4042722,,,,transit,2016.0,1.09,1.11,0.05,5980.0,Confirmed planets,Kepler-619
Kepler-619 c,0,,0.151,1.20846503,,,,transit,2016.0,1.09,1.11,0.05,5980.0,Confirmed planets,Kepler-619
HD 21693 b,0,0.0322,,22.656,0.1484,0.26,581.9,RV,2011.0,,,,5940.0,Confirmed planets,HD 21693
HD 21693 c,0,0.06472,,53.881,0.2644,0.24,436.2,RV,2011.0,,,,5940.0,Confirmed planets,HD 21693
OGLE-2012-BLG-0026L b,0,0.145,,,,,,microlensing,2012.0,1.06,,,,Confirmed planets,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L c,0,0.86,,,,,,microlensing,2012.0,1.06,,,,Confirmed planets,OGLE-2012-BLG-0026L
KIC 9413313 b,0,,,,,,,transit,2015.0,0.95,1.45,0.02,5359.0,Confirmed planets,KIC 9413313
Kepler-482 b,0,,0.21100000000000002,56.35418576,,,,transit,2016.0,0.75,0.72,-0.13,4871.0,Confirmed planets,Kepler-482
Kepler-1458 b,0,,0.24600000000000002,47.9872764,,,,transit,2016.0,0.96,0.94,0.02,5653.0,Confirmed planets,Kepler-1458
Kepler-298 b,0,,0.17862,10.475464,,,,transit,2014.0,0.66,0.5820000000000001,,4465.0,Confirmed planets,Kepler-298
Kepler-298 c,0,,0.17588,22.928810000000002,,,,transit,2014.0,0.66,0.5820000000000001,,4465.0,Confirmed planets,Kepler-298
Kepler-298 d,0,,0.22783,77.47363299999999,,,,transit,2014.0,0.66,0.5820000000000001,,4465.0,Confirmed planets,Kepler-298
Kepler-474 b,0,,0.273,5.66067294,,,,transit,2016.0,0.99,1.08,-0.01,5785.0,Confirmed planets,Kepler-474
Kepler-1205 b,0,,0.126,1.07839035,,,,transit,2016.0,0.84,0.81,-0.04,5226.0,Confirmed planets,Kepler-1205
GSC 06214-00210 b,0,17.0,,,,,1700.0,imaging,2010.0,0.9,,,4060.0,Confirmed planets,GSC 06214-00210
Kepler-836 b,0,,0.244,11.36112327,,,,transit,2016.0,1.03,1.04,-0.01,5895.0,Confirmed planets,Kepler-836
OGLE-BLG-1195L b,0,0.016,,,2.0,,,,2017.0,0.37,,,,Confirmed planets,OGLE-BLG-1195L
Kepler-678 b,0,,0.45899999999999996,7.27503724,,,,transit,2016.0,0.94,0.91,0.07,5520.0,Confirmed planets,Kepler-678
Kepler-1033 b,0,,0.22399999999999998,7.56052806,,,,transit,2016.0,0.94,0.92,0.06,5547.0,Confirmed planets,Kepler-1033
Kepler-1514 b,0,,1.055,217.83176260000002,,,,transit,2016.0,1.21,1.22,0.14,6251.0,Confirmed planets,Kepler-1514
Kepler-443 b,0,,0.20800000000000002,177.6693,0.495,,,transit,2015.0,0.738,0.706,-0.01,4723.0,Confirmed planets,Kepler-443
WASP-63 b,0,0.38,1.43,4.37809,0.0574,0.0,1540.0,transit,2011.0,1.32,1.88,0.08,5570.0,Confirmed planets,WASP-63
Kepler-357 d,0,,0.31258,49.499875,,,,transit,2014.0,0.727,0.8340000000000001,,5036.0,Confirmed planets,Kepler-357
Kepler-357 b,0,,0.16768,6.475434,,,,transit,2014.0,0.727,0.8340000000000001,,5036.0,Confirmed planets,Kepler-357
Kepler-357 c,0,,0.24331999999999998,16.85837,,,,transit,2014.0,0.727,0.8340000000000001,,5036.0,Confirmed planets,Kepler-357
Kepler-249 c,0,,0.13760999999999998,7.113702,,,,transit,2014.0,0.506,0.48200000000000004,,3568.0,Confirmed planets,Kepler-249
Kepler-249 b,0,,0.09933,3.306539,,,,transit,2014.0,0.506,0.48200000000000004,,3568.0,Confirmed planets,Kepler-249
Kepler-249 d,0,,0.14307,15.368459,,,,transit,2014.0,0.506,0.48200000000000004,,3568.0,Confirmed planets,Kepler-249
Kepler-51 b,0,0.0066,0.633,45.153999999999996,0.2514,0.04,,transit,2012.0,1.04,0.88,,6018.0,Confirmed planets,Kepler-51
Kepler-51 c,0,0.0126,0.8029999999999999,85.31200000000001,0.384,0.013999999999999999,,transit,2012.0,1.04,0.88,,6018.0,Confirmed planets,Kepler-51
Kepler-51 d,0,0.0239,0.865,130.194,0.509,,,transit,2014.0,1.04,0.88,,6018.0,Confirmed planets,Kepler-51
Kepler-1078 b,0,,0.17,3.00725242,,,,transit,2016.0,0.94,0.92,-0.01,5612.0,Confirmed planets,Kepler-1078
HD 99706 b,0,1.4,,868.0,2.14,0.365,342.5,RV,2011.0,1.72,5.4,0.14,4932.0,Confirmed planets,HD 99706
HD 86950,0,3.6,,1270.0,2.72,0.17,,,2016.0,1.66,8.8,0.04,4805.0,Confirmed planets,HD 86950
Kepler-1387 b,0,,0.083,2.27952666,,,,transit,2016.0,0.82,0.77,0.02,5046.0,Confirmed planets,Kepler-1387
Kepler-1642 b,0,,0.285,12.205751300000001,,,,transit,2016.0,0.88,0.84,-0.01,5355.0,Confirmed planets,Kepler-1642
Kepler-1642 c,0,,0.237,6.651380199999999,,,,transit,2016.0,0.88,0.84,-0.01,5355.0,Confirmed planets,Kepler-1642
Kepler-37 b,0,,0.027000000000000003,13.367308,0.1003,0.08,,transit,2013.0,0.8029999999999999,0.77,-0.32,5417.0,Confirmed planets,Kepler-37
Kepler-37 c,0,,0.0662,21.301886,0.1368,0.09,,transit,2013.0,0.8029999999999999,0.77,-0.32,5417.0,Confirmed planets,Kepler-37
Kepler-37 d,0,,0.181349,39.792187,0.2076,0.15,,transit,2013.0,0.8029999999999999,0.77,-0.32,5417.0,Confirmed planets,Kepler-37
Kepler-37 e,0,,,51.196000000000005,0.2508,,,timing,2014.0,0.8029999999999999,0.77,-0.32,5417.0,Confirmed planets,Kepler-37
KOI-195 b,0,0.34,1.09,3.21751883,0.0414,,1300.0,transit,2014.0,0.91,0.92,-0.21,5725.0,Confirmed planets,KOI-195
Kepler-83 b,0,,0.23056,9.770469,,,,transit,2014.0,0.664,0.594,,4648.0,Confirmed planets,Kepler-83
Kepler-83 d,0,,0.17679,5.169796,,,,transit,2014.0,0.664,0.594,,4648.0,Confirmed planets,Kepler-83
Kepler-83 c,0,,0.2096,20.090227,,,,transit,2014.0,0.664,0.594,,4648.0,Confirmed planets,Kepler-83
HD 48265 b,0,1.16,,700.0,1.51,0.18,291.4,RV,2008.0,0.93,,0.17,5940.0,Confirmed planets,HD 48265
Kepler-1119 b,0,,0.171,8.326515299999999,,,,transit,2016.0,1.11,1.17,0.03,6083.0,Confirmed planets,Kepler-1119
Kepler-926 b,0,,0.20600000000000002,52.0688601,,,,transit,2016.0,1.01,1.01,0.03,5806.0,Confirmed planets,Kepler-926
Kepler-441 b,0,,0.146,207.2482,0.64,,,transit,2015.0,0.0572,0.55,-0.57,4340.0,Confirmed planets,Kepler-441
Kepler-97 b,0,0.011041,0.134873,2.58664,,,,transit,2014.0,0.94,0.98,-0.2,5779.0,Confirmed planets,Kepler-97
Kepler-97 c,0,,,,,,,RV,2014.0,0.94,0.98,-0.2,5779.0,Confirmed planets,Kepler-97
Kepler-1177 b,0,,0.17,106.247547,,,,transit,2016.0,0.98,0.97,0.02,5712.0,Confirmed planets,Kepler-1177
Kepler-1489 b,0,,0.158,82.294751,,,,transit,2016.0,0.93,0.9,-0.13,5655.0,Confirmed planets,Kepler-1489
BD+15 2940 b,0,1.11,,137.48,0.539,0.26,,RV,2013.0,1.1,14.7,0.28,4796.0,Confirmed planets,BD+15 2940
Kepler-557 b,0,,0.23800000000000002,3.70598955,,,,transit,2016.0,1.11,1.16,0.02,6068.0,Confirmed planets,Kepler-557
Kepler-190 b,0,,0.14215999999999998,2.0199990000000003,,,,transit,2014.0,0.802,0.795,,5106.0,Confirmed planets,Kepler-190
Kepler-190 c,0,,0.13305,3.7630239999999997,,,,transit,2014.0,0.802,0.795,,5106.0,Confirmed planets,Kepler-190
Kepler-989 b,0,,0.19699999999999998,7.96431535,,,,transit,2016.0,0.82,0.78,0.01,5074.0,Confirmed planets,Kepler-989
Kepler-1388 b,0,,0.231,12.2854603,,,,transit,2016.0,0.63,0.61,0.02,4098.0,Confirmed planets,Kepler-1388
Kepler-1388 c,0,,0.20199999999999999,5.53608151,,,,transit,2016.0,0.63,0.61,0.02,4098.0,Confirmed planets,Kepler-1388
Kepler-1388 d,0,,0.255,20.9568158,,,,transit,2016.0,0.63,0.61,0.02,4098.0,Confirmed planets,Kepler-1388
Kepler-1388 e,0,,0.21899999999999997,37.6327084,,,,transit,2016.0,0.63,0.61,0.02,4098.0,Confirmed planets,Kepler-1388
TrES-3 b,0,1.91,1.305,1.30618608,0.0226,0.0,,transit,2007.0,0.88,0.85,0.001,5720.0,Confirmed planets,TrES-3
Kepler-1217 b,0,,0.17800000000000002,2.03232507,,,,transit,2016.0,1.06,1.08,0.07,5905.0,Confirmed planets,Kepler-1217
Kepler-56 b,0,0.0695,0.581,10.51057,0.1028,,,transit,2012.0,1.32,4.22,0.2,4840.0,Confirmed planets,Kepler-56
Kepler-56 c,0,0.569,0.8740000000000001,21.40239,0.1652,,,transit,2012.0,1.32,4.22,0.2,4840.0,Confirmed planets,Kepler-56
Kepler-56 d,0,3.3,,,2.0,0.4,,RV,2012.0,1.32,4.22,0.2,4840.0,Controversial,Kepler-56
YBP1514 b,0,0.4,,5.118,,0.39,,RV,2014.0,0.96,0.89,0.03,5725.0,"Confirmed planets, Planets in open clusters",YBP1514
Kepler-1628 b,0,,0.574,76.378033,,,,transit,2016.0,0.55,0.52,0.17,3724.0,Confirmed planets,Kepler-1628
Kepler-1235 b,0,,0.07,4.16055856,,,,transit,2016.0,0.93,0.9,0.01,5541.0,Confirmed planets,Kepler-1235
BD+14 4559 b,0,1.47,,268.94,0.777,0.29,,RV,2009.0,0.86,,0.1,5008.0,Confirmed planets,BD+14 4559
Kepler-105 b,0,,0.25972,5.4122,,,,transit,2014.0,1.18,1.16,,5873.0,Confirmed planets,Kepler-105
Kepler-105 c,0,0.014483000000000001,0.14672000000000002,7.125939,,,,transit,2014.0,1.18,1.16,,5873.0,Confirmed planets,Kepler-105
KOI-115.03,0,,0.0023,3.43632,,,,transit,2013.0,1.18,1.16,,5873.0,Controversial,KOI-115
Kepler-372 c,0,,0.19046,20.053763,,,,transit,2014.0,1.202,1.137,,6509.0,Confirmed planets,Kepler-372
Kepler-372 d,0,,0.15400999999999998,30.092568,,,,transit,2014.0,1.202,1.137,,6509.0,Confirmed planets,Kepler-372
Kepler-372 b,0,,0.12394000000000001,6.849692,,,,transit,2014.0,1.202,1.137,,6509.0,Confirmed planets,Kepler-372
KOI-423 b,0,19.1,1.11,21.087212,0.162,0.0,,transit,2011.0,1.26,1.25,0.1,6350.0,Confirmed planets,KOI-423
Kepler-118 c,0,,0.6998800000000001,20.17202,,,,transit,2014.0,0.77,1.094,,5274.0,Confirmed planets,Kepler-118
