,PlanetIdentifier,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,ListsPlanetIsOn,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar,HostStarLuminosity,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarClass,HostStarColor
3159,Gliese 777 A c,+29 53 48.50,RV,2005.0,15.89,0.107,1.04,0.24,1.2,,"""Confirmed planets,  Planets in binary systems,  S-type""",17.1186,0.064,,20 03 37.405,0.128,,2,Gliese 777 A,,,,S-type binary,nan
3160,Kepler-268 b,+38 03 18,transit,2014.0,875.31,,1.13,,1.274,6081.0,Confirmed planets,25.934138,,0.23238000000000006,19 27 54,,,0,Kepler-268,7.649896769392067e+26,1.3482500572538503,1.9423561060195762,F,#f8f7ff
3161,Kepler-268 c,+38 03 18,transit,2014.0,875.31,,1.13,,1.274,6081.0,Confirmed planets,83.446393,,0.30802,19 27 54,,,0,Kepler-268,7.649896769392067e+26,1.3482500572538503,1.9423561060195762,F,#f8f7ff
3162,Kepler-1106 b,+44 03 45,transit,2016.0,,,1.11,0.0,1.17,6104.0,Confirmed planets,1.25275217,,0.147,19 24 35,,,0,Kepler-1106,6.550078853299664e+26,1.2475728765938465,1.7973155510129646,F,#f8f7ff
3163,HD 95089 b,+01 43 45.1758,RV,2010.0,139.0,0.157,1.38,0.05,4.9,5002.0,Confirmed planets,507.0,1.2,,10 58 47.73629,1.51,,0,HD 95089,5.18064238825624e+27,3.508604914811998,5.05467078842649,K,#ffd2a1
3164,HD 95089 c,+01 43 45.1758,RV,2016.0,139.0,0.294,1.38,0.05,4.9,5002.0,Confirmed planets,1860.0,3.97,,10 58 47.73629,3.3,,0,HD 95089,5.18064238825624e+27,3.508604914811998,5.05467078842649,K,#ffd2a1
3165,HD 148156 b,-46 19 03,RV,2009.0,53.05,0.52,1.22,0.29,1.21,6308.0,Confirmed planets,1010.0,0.85,,16 28 17,2.45,191.9,0,HD 148156,7.990136234981883e+26,1.3779065106853412,1.9850806681997328,F,#f8f7ff
3166,Kepler-1515 b,+48 10 41,transit,2016.0,,,1.3,0.07,1.41,6511.0,Confirmed planets,214.31141639999998,,0.852,19 23 54,,,0,Kepler-1515,1.2315320304076745e+27,1.7106671509373694,2.4644722009195545,F,#f8f7ff
3167,Kepler-175 b,+43 52 34,transit,2014.0,1219.23,,1.045,,1.01,6064.0,Confirmed planets,11.903515,,0.23329,19 18 12,,,0,Kepler-175,4.754405537427955e+26,1.0628959973923915,1.5312608514209531,F,#f8f7ff
3168,Kepler-175 c,+43 52 34,transit,2014.0,1219.23,,1.045,,1.01,6064.0,Confirmed planets,34.035257,,0.2825,19 18 12,,,0,Kepler-175,4.754405537427955e+26,1.0628959973923915,1.5312608514209531,F,#f8f7ff
3169,Kepler-640 b,+42 07 54,transit,2016.0,,,1.01,0.15,0.94,5653.0,Confirmed planets,22.24813967,,0.228,19 44 08,,,0,Kepler-640,3.110200265081697e+26,0.8596800274619918,1.2384978154311947,G,#fff4ea
3170,Kepler-1506 b,+41 27 53,transit,2016.0,,,0.95,-0.05,0.93,5676.0,Confirmed planets,14.0329154,,0.118,19 20 36,,,0,Kepler-1506,3.0942268420450118e+26,0.8574696055742939,1.2353133716944045,G,#fff4ea
3171,Kepler-966 b,+50 07 19,transit,2016.0,,,1.02,0.04,1.02,5840.0,Confirmed planets,99.74762199999999,,0.368,19 49 05,,,0,Kepler-966,4.171271296654482e+26,0.9955816390549941,1.434284438005666,G,#fff4ea
3172,Kepler-1024 b,+38 15 06,transit,2016.0,,,0.81,-0.1,0.78,5143.0,Confirmed planets,66.4162133,,0.349,19 27 48,,,0,Kepler-1024,1.4671415196775692e+26,0.5904439322696823,0.8506229025809682,K,#ffd2a1
3173,Kepler-899 b,+40 40 51,transit,2016.0,,,0.93,-0.06,0.91,5595.0,Confirmed planets,19.17891293,,0.239,19 49 56,,,0,Kepler-899,2.797047573435553e+26,0.8152533397957258,1.17449451901409,G,#fff4ea
3174,HD 219828 b,+18 38 44.617,RV,2007.0,71.4,0.059,1.23,0.19,1.7,5891.0,Confirmed planets,3.834887,0.06607,,23 18 46.7340,0.045,,0,HD 219828,1.199694419546283e+27,1.6884102477574294,2.432407798948976,G,#fff4ea
3175,HD 219828 c,+18 38 44.617,RV,2016.0,71.4,0.8115,1.23,0.19,1.7,5891.0,Confirmed planets,4791.0,15.1,,23 18 46.7340,5.96,,0,HD 219828,1.199694419546283e+27,1.6884102477574294,2.432407798948976,G,#fff4ea
3176,HD 7449 b,-05 02 50.5942,RV,2011.0,38.9,0.8,1.05,-0.11,1.01,6024.0,"""Confirmed planets,  Planets in binary systems,  S-type""",1270.5,1.09,,01 14 29.32198,2.33,,2,HD 7449,4.630195252592062e+26,1.048919870694061,1.5111261480067375,S-type binary,nan
3177,HD 7449 c,-05 02 50.5942,RV,2011.0,38.9,0.53,1.05,-0.11,1.01,6024.0,"""Controversial,  Planets in binary systems,  S-type""",4046.0,2.0,,01 14 29.32198,4.96,,2,HD 7449,4.630195252592062e+26,1.048919870694061,1.5111261480067375,S-type binary,nan
3178,Kepler-1249 b,+44 22 18,transit,2016.0,,,1.19,0.06,1.28,6202.0,Confirmed planets,24.334712699999997,,0.212,19 47 35,,,0,Kepler-1249,8.355331626784308e+26,1.4090438412183832,2.029938655603932,F,#f8f7ff
3179,Kepler-621 b,+39 54 51,transit,2016.0,,,0.72,-0.02,0.68,4521.0,Confirmed planets,2.62811375,,0.205,19 23 43,,,0,Kepler-621,6.6584410416294965e+25,0.39776717356578495,0.5730431785950103,K,#ffd2a1
3180,HD 175370 b,+43 42 49,RV,2016.0,272.0,0.22,1.02,-0.52,23.5,4301.0,Confirmed planets,349.5,4.6,,18 52 60,0.98,,0,HD 175370,6.513736705291487e+28,12.441070753356884,17.923225453017356,K,#ffd2a1
3181,Kepler-604 b,+42 37 35,transit,2016.0,,,1.02,-0.02,1.03,5890.0,Confirmed planets,25.85501786,,0.231,19 29 16,,,0,Kepler-604,4.401009779061751e+26,1.0226307011414708,1.4732526625001512,G,#fff4ea
3182,Kepler-302 c,+43 37 45,transit,2014.0,1712.49,,1.021,,1.22,5740.0,Confirmed planets,127.28218400000002,,1.13457,19 37 16,,,0,Kepler-302,5.569086147010199e+26,1.1503622671514746,1.6572691109595046,G,#fff4ea
3183,Kepler-302 b,+43 37 45,transit,2014.0,1712.49,,1.021,,1.22,5740.0,Confirmed planets,30.184104,,0.36999,19 37 16,,,0,Kepler-302,5.569086147010199e+26,1.1503622671514746,1.6572691109595046,G,#fff4ea
3184,Kepler-27 b,+41 05 09,transit,2012.0,991.22,,0.65,0.41,0.59,5400.0,Confirmed planets,15.33,,0.364521,19 28 56,0.118,532.4,0,Kepler-27,1.0202245445809993e+26,0.49236882123658327,0.7093310185281713,G,#fff4ea
3185,Kepler-27 c,+41 05 09,transit,2012.0,991.22,,0.65,0.41,0.59,5400.0,Confirmed planets,31.33,,0.44653,19 28 56,0.191,418.5,0,Kepler-27,1.0202245445809993e+26,0.49236882123658327,0.7093310185281713,G,#fff4ea
3186,HD 39194 b,-70 08 37,RV,2011.0,25.9,0.2,,,,5150.0,Confirmed planets,5.6363,0.0117,,05 44 32,0.0519,881.3,0,HD 39194,,,,K,#ffd2a1
3187,HD 39194 c,-70 08 37,RV,2011.0,25.9,0.11,,,,5150.0,Confirmed planets,14.025,0.0187,,05 44 32,0.0954,651.2,0,HD 39194,,,,K,#ffd2a1
3188,HD 39194 d,-70 08 37,RV,2011.0,25.9,0.2,,,,5150.0,Confirmed planets,33.941,0.0162,,05 44 32,0.172,484.1,0,HD 39194,,,,K,#ffd2a1
3189,Kepler-964 b,+40 33 24,transit,2016.0,,,0.93,0.03,0.84,5427.0,Confirmed planets,13.5225106,,0.189,19 41 12,,,0,Kepler-964,2.1096701763298386e+26,0.7080271994616324,1.0200192068994736,G,#fff4ea
